district,gemeentenaam,year,belong_to_district
Ysselstein,Achthoven,1848,1
Ysselstein,Achthoven,1850,0
Ysselstein,Achthoven,1888,0
Ysselstein,Achthoven,1897,0
Ysselstein,Achttienhoven,1848,1
Ysselstein,Achttienhoven,1850,0
Ysselstein,Achttienhoven,1888,0
Ysselstein,Achttienhoven,1897,0
Ysselstein,Benschop,1848,1
Ysselstein,Benschop,1850,0
Ysselstein,Benschop,1888,0
Ysselstein,Benschop,1897,0
Ysselstein,Bildt (De),1848,1
Ysselstein,Bildt (De),1850,0
Ysselstein,Bildt (De),1888,0
Ysselstein,Bildt (De),1897,0
Ysselstein,Breukelen-Nijenrode,1848,1
Ysselstein,Breukelen-Nijenrode,1850,0
Ysselstein,Breukelen-Nijenrode,1888,0
Ysselstein,Breukelen-Nijenrode,1897,0
Ysselstein,Breukelen-St. Pieters,1848,1
Ysselstein,Breukelen-St. Pieters,1850,0
Ysselstein,Breukelen-St. Pieters,1888,0
Ysselstein,Breukelen-St. Pieters,1897,0
Ysselstein,Cabauw,1848,1
Ysselstein,Cabauw,1850,0
Ysselstein,Cabauw,1888,0
Ysselstein,Cabauw,1897,0
Ysselstein,Gerverskop,1848,1
Ysselstein,Gerverskop,1850,0
Ysselstein,Gerverskop,1888,0
Ysselstein,Gerverskop,1897,0
Ysselstein,Haarzuilens,1848,1
Ysselstein,Haarzuilens,1850,0
Ysselstein,Haarzuilens,1888,0
Ysselstein,Haarzuilens,1897,0
Ysselstein,Harmelen,1848,1
Ysselstein,Harmelen,1850,0
Ysselstein,Harmelen,1888,0
Ysselstein,Harmelen,1897,0
Ysselstein,Hoenkoop,1848,1
Ysselstein,Hoenkoop,1850,0
Ysselstein,Hoenkoop,1888,0
Ysselstein,Hoenkoop,1897,0
Ysselstein,Houten,1848,1
Ysselstein,Houten,1850,0
Ysselstein,Houten,1888,0
Ysselstein,Houten,1897,0
Ysselstein,Jaarsveld,1848,1
Ysselstein,Jaarsveld,1850,0
Ysselstein,Jaarsveld,1888,0
Ysselstein,Jaarsveld,1897,0
Ysselstein,Jutphaas,1848,1
Ysselstein,Jutphaas,1850,0
Ysselstein,Jutphaas,1888,0
Ysselstein,Jutphaas,1897,0
Ysselstein,Kamerik Houtdijke,1848,1
Ysselstein,Kamerik Houtdijke,1850,0
Ysselstein,Kamerik Houtdijke,1888,0
Ysselstein,Kamerik Houtdijke,1897,0
Ysselstein,Kamerik Mijzijde,1848,1
Ysselstein,Kamerik Mijzijde,1850,0
Ysselstein,Kamerik Mijzijde,1888,0
Ysselstein,Kamerik Mijzijde,1897,0
Ysselstein,Kockengen,1848,1
Ysselstein,Kockengen,1850,0
Ysselstein,Kockengen,1888,0
Ysselstein,Kockengen,1897,0
Ysselstein,Laagnieuwkoop,1848,1
Ysselstein,Laagnieuwkoop,1850,0
Ysselstein,Laagnieuwkoop,1888,0
Ysselstein,Laagnieuwkoop,1897,0
Ysselstein,Linschoten,1848,1
Ysselstein,Linschoten,1850,0
Ysselstein,Linschoten,1888,0
Ysselstein,Linschoten,1897,0
Ysselstein,Loenen,1848,1
Ysselstein,Loenen,1850,0
Ysselstein,Loenen,1888,0
Ysselstein,Loenen,1897,0
Ysselstein,Loenersloot,1848,1
Ysselstein,Loenersloot,1850,0
Ysselstein,Loenersloot,1888,0
Ysselstein,Loenersloot,1897,0
Ysselstein,Loosdrecht,1848,1
Ysselstein,Loosdrecht,1850,0
Ysselstein,Loosdrecht,1888,0
Ysselstein,Loosdrecht,1897,0
Alkmaar,Akersloot,1848,0
Alkmaar,Akersloot,1850,1
Alkmaar,Akersloot,1888,0
Alkmaar,Akersloot,1897,0
Alkmaar,Alkmaar,1848,1
Alkmaar,Alkmaar,1850,1
Alkmaar,Alkmaar,1888,1
Alkmaar,Alkmaar,1897,1
Alkmaar,Assendelft,1848,0
Alkmaar,Assendelft,1850,1
Alkmaar,Assendelft,1888,0
Alkmaar,Assendelft,1897,0
Alkmaar,Barsingerhorn,1848,1
Alkmaar,Barsingerhorn,1850,0
Alkmaar,Barsingerhorn,1888,1
Alkmaar,Barsingerhorn,1897,1
Alkmaar,Bergen,1848,0
Alkmaar,Bergen,1850,1
Alkmaar,Bergen,1888,1
Alkmaar,Bergen,1897,1
Alkmaar,Beverwijk,1848,0
Alkmaar,Beverwijk,1850,1
Alkmaar,Beverwijk,1888,0
Alkmaar,Beverwijk,1897,0
Alkmaar,Broek op Langedijk,1848,1
Alkmaar,Broek op Langedijk,1850,0
Alkmaar,Broek op Langedijk,1888,1
Alkmaar,Broek op Langedijk,1897,1
Alkmaar,Callantsoog,1848,1
Alkmaar,Callantsoog,1850,1
Alkmaar,Callantsoog,1888,0
Alkmaar,Callantsoog,1897,0
Alkmaar,Castricum,1848,0
Alkmaar,Castricum,1850,1
Alkmaar,Castricum,1888,0
Alkmaar,Castricum,1897,0
Alkmaar,Egmond aan Zee,1848,0
Alkmaar,Egmond aan Zee,1850,1
Alkmaar,Egmond aan Zee,1888,0
Alkmaar,Egmond aan Zee,1897,0
Alkmaar,Egmond-Binnen,1848,0
Alkmaar,Egmond-Binnen,1850,1
Alkmaar,Egmond-Binnen,1888,0
Alkmaar,Egmond-Binnen,1897,0
Alkmaar,Harenkarspel,1848,1
Alkmaar,Harenkarspel,1850,1
Alkmaar,Harenkarspel,1888,1
Alkmaar,Harenkarspel,1897,1
Alkmaar,Heemskerk,1848,0
Alkmaar,Heemskerk,1850,1
Alkmaar,Heemskerk,1888,0
Alkmaar,Heemskerk,1897,0
Alkmaar,Heerhugowaard,1848,0
Alkmaar,Heerhugowaard,1850,0
Alkmaar,Heerhugowaard,1888,1
Alkmaar,Heerhugowaard,1897,1
Alkmaar,Heilo,1848,0
Alkmaar,Heilo,1850,1
Alkmaar,Heilo,1888,1
Alkmaar,Heilo,1897,1
Alkmaar,Helder (Den),1848,1
Alkmaar,Helder (Den),1850,1
Alkmaar,Helder (Den),1888,0
Alkmaar,Helder (Den),1897,0
Alkmaar,Koedijk,1848,1
Alkmaar,Koedijk,1850,1
Alkmaar,Koedijk,1888,1
Alkmaar,Koedijk,1897,1
Alkmaar,Koog aan de Zaan,1848,0
Alkmaar,Koog aan de Zaan,1850,1
Alkmaar,Koog aan de Zaan,1888,0
Alkmaar,Koog aan de Zaan,1897,0
Alkmaar,Krommenie,1848,0
Alkmaar,Krommenie,1850,1
Alkmaar,Krommenie,1888,0
Alkmaar,Krommenie,1897,0
Alkmaar,Limmen,1848,0
Alkmaar,Limmen,1850,1
Alkmaar,Limmen,1888,0
Alkmaar,Limmen,1897,0
Alkmaar,Nieuwe-Niedorp,1848,0
Alkmaar,Nieuwe-Niedorp,1850,0
Alkmaar,Nieuwe-Niedorp,1888,1
Alkmaar,Nieuwe-Niedorp,1897,1
Alkmaar,Noord-Scharwoude,1848,1
Alkmaar,Noord-Scharwoude,1850,0
Alkmaar,Noord-Scharwoude,1888,1
Alkmaar,Noord-Scharwoude,1897,1
Alkmaar,Oterleek,1848,0
Alkmaar,Oterleek,1850,0
Alkmaar,Oterleek,1888,1
Alkmaar,Oterleek,1897,1
Alkmaar,Oude-Niedorp,1848,0
Alkmaar,Oude-Niedorp,1850,0
Alkmaar,Oude-Niedorp,1888,1
Alkmaar,Oude-Niedorp,1897,1
Alkmaar,Oudkarspel,1848,1
Alkmaar,Oudkarspel,1850,0
Alkmaar,Oudkarspel,1888,1
Alkmaar,Oudkarspel,1897,1
Hoorn,Abbekerk,1848,1
Hoorn,Abbekerk,1850,1
Hoorn,Abbekerk,1888,0
Hoorn,Abbekerk,1897,0
Hoorn,Andijk,1848,1
Hoorn,Andijk,1850,1
Hoorn,Andijk,1888,0
Hoorn,Andijk,1897,0
Hoorn,Avenhorn,1848,1
Hoorn,Avenhorn,1850,1
Hoorn,Avenhorn,1888,1
Hoorn,Avenhorn,1897,1
Hoorn,Barsingerhorn,1848,0
Hoorn,Barsingerhorn,1850,1
Hoorn,Barsingerhorn,1888,0
Hoorn,Barsingerhorn,1897,0
Hoorn,Beemster,1848,0
Hoorn,Beemster,1850,1
Hoorn,Beemster,1888,1
Hoorn,Beemster,1897,1
Hoorn,Beets,1848,1
Hoorn,Beets,1850,1
Hoorn,Beets,1888,1
Hoorn,Beets,1897,1
Hoorn,Berkhout,1848,1
Hoorn,Berkhout,1850,1
Hoorn,Berkhout,1888,1
Hoorn,Berkhout,1897,1
Hoorn,Blokker,1848,1
Hoorn,Blokker,1850,1
Hoorn,Blokker,1888,0
Hoorn,Blokker,1897,0
Hoorn,Bovenkarspel,1848,1
Hoorn,Bovenkarspel,1850,1
Hoorn,Bovenkarspel,1888,0
Hoorn,Bovenkarspel,1897,0
Hoorn,Broek in Waterland,1848,0
Hoorn,Broek in Waterland,1850,1
Hoorn,Broek in Waterland,1888,0
Hoorn,Broek in Waterland,1897,0
Hoorn,Broek op Langedijk,1848,0
Hoorn,Broek op Langedijk,1850,1
Hoorn,Broek op Langedijk,1888,0
Hoorn,Broek op Langedijk,1897,0
Hoorn,Buiksloot,1848,0
Hoorn,Buiksloot,1850,1
Hoorn,Buiksloot,1888,0
Hoorn,Buiksloot,1897,0
Hoorn,De Rijp,1848,0
Hoorn,De Rijp,1850,1
Hoorn,De Rijp,1888,0
Hoorn,De Rijp,1897,0
Hoorn,Edam,1848,0
Hoorn,Edam,1850,1
Hoorn,Edam,1888,1
Hoorn,Edam,1897,1
Hoorn,Enkhuizen,1848,1
Hoorn,Enkhuizen,1850,1
Hoorn,Enkhuizen,1888,0
Hoorn,Enkhuizen,1897,0
Hoorn,Graft,1848,0
Hoorn,Graft,1850,1
Hoorn,Graft,1888,0
Hoorn,Graft,1897,0
Hoorn,Grootebroek,1848,1
Hoorn,Grootebroek,1850,1
Hoorn,Grootebroek,1888,0
Hoorn,Grootebroek,1897,0
Hoorn,Grosthuizen,1848,1
Hoorn,Grosthuizen,1850,1
Hoorn,Grosthuizen,1888,0
Hoorn,Grosthuizen,1897,0
Hoorn,Heerhugowaard,1848,0
Hoorn,Heerhugowaard,1850,1
Hoorn,Heerhugowaard,1888,0
Hoorn,Heerhugowaard,1897,0
Hoorn,Hensbroek,1848,1
Hoorn,Hensbroek,1850,1
Hoorn,Hensbroek,1888,0
Hoorn,Hensbroek,1897,0
Hoorn,Hoogkarspel,1848,1
Hoorn,Hoogkarspel,1850,1
Hoorn,Hoogkarspel,1888,0
Hoorn,Hoogkarspel,1897,0
Hoorn,Hoogwoud,1848,1
Hoorn,Hoogwoud,1850,1
Hoorn,Hoogwoud,1888,0
Hoorn,Hoogwoud,1897,0
Hoorn,Hoorn,1848,1
Hoorn,Hoorn,1850,1
Hoorn,Hoorn,1888,1
Hoorn,Hoorn,1897,1
Hoorn,Ilpendam,1848,0
Hoorn,Ilpendam,1850,1
Hoorn,Ilpendam,1888,0
Hoorn,Ilpendam,1897,0
Hoorn,Jisp,1848,0
Hoorn,Jisp,1850,1
Hoorn,Jisp,1888,0
Hoorn,Jisp,1897,0
Edam,'s Graveland,1848,1
Edam,'s Graveland,1850,0
Edam,'s Graveland,1888,0
Edam,'s Graveland,1897,0
Edam,Ankeveen,1848,1
Edam,Ankeveen,1850,0
Edam,Ankeveen,1888,0
Edam,Ankeveen,1897,0
Edam,Blaricum,1848,1
Edam,Blaricum,1850,0
Edam,Blaricum,1888,0
Edam,Blaricum,1897,0
Edam,Broek in Waterland,1848,1
Edam,Broek in Waterland,1850,0
Edam,Broek in Waterland,1888,0
Edam,Broek in Waterland,1897,0
Edam,Buiksloot,1848,1
Edam,Buiksloot,1850,0
Edam,Buiksloot,1888,0
Edam,Buiksloot,1897,0
Edam,Bussum,1848,1
Edam,Bussum,1850,0
Edam,Bussum,1888,0
Edam,Bussum,1897,0
Edam,Edam,1848,1
Edam,Edam,1850,0
Edam,Edam,1888,0
Edam,Edam,1897,0
Edam,Hilversum,1848,1
Edam,Hilversum,1850,0
Edam,Hilversum,1888,0
Edam,Hilversum,1897,0
Edam,Huizen,1848,1
Edam,Huizen,1850,0
Edam,Huizen,1888,0
Edam,Huizen,1897,0
Edam,Ilpendam,1848,1
Edam,Ilpendam,1850,0
Edam,Ilpendam,1888,0
Edam,Ilpendam,1897,0
Edam,Katwoude,1848,1
Edam,Katwoude,1850,0
Edam,Katwoude,1888,0
Edam,Katwoude,1897,0
Edam,Kortenhoef,1848,1
Edam,Kortenhoef,1850,0
Edam,Kortenhoef,1888,0
Edam,Kortenhoef,1897,0
Edam,Kwadijk,1848,1
Edam,Kwadijk,1850,0
Edam,Kwadijk,1888,0
Edam,Kwadijk,1897,0
Edam,Landsmeer,1848,1
Edam,Landsmeer,1850,0
Edam,Landsmeer,1888,0
Edam,Landsmeer,1897,0
Edam,Laren,1848,1
Edam,Laren,1850,0
Edam,Laren,1888,0
Edam,Laren,1897,0
Edam,Marken,1848,1
Edam,Marken,1850,0
Edam,Marken,1888,0
Edam,Marken,1897,0
Edam,Middelie,1848,1
Edam,Middelie,1850,0
Edam,Middelie,1888,0
Edam,Middelie,1897,0
Edam,Monnikendam,1848,1
Edam,Monnikendam,1850,0
Edam,Monnikendam,1888,0
Edam,Monnikendam,1897,0
Edam,Muiden,1848,1
Edam,Muiden,1850,0
Edam,Muiden,1888,0
Edam,Muiden,1897,0
Edam,Naarden,1848,1
Edam,Naarden,1850,0
Edam,Naarden,1888,0
Edam,Naarden,1897,0
Edam,Nederhorst den Berg,1848,1
Edam,Nederhorst den Berg,1850,0
Edam,Nederhorst den Berg,1888,0
Edam,Nederhorst den Berg,1897,0
Edam,Nieuwendam,1848,1
Edam,Nieuwendam,1850,0
Edam,Nieuwendam,1888,0
Edam,Nieuwendam,1897,0
Edam,Oosthuizen,1848,1
Edam,Oosthuizen,1850,0
Edam,Oosthuizen,1888,0
Edam,Oosthuizen,1897,0
Edam,Purmerend,1848,1
Edam,Purmerend,1850,0
Edam,Purmerend,1888,0
Edam,Purmerend,1897,0
Edam,Ransdorp,1848,1
Edam,Ransdorp,1850,0
Edam,Ransdorp,1888,0
Edam,Ransdorp,1897,0
Edam,Schellingwoude,1848,1
Edam,Schellingwoude,1850,0
Edam,Schellingwoude,1888,0
Edam,Schellingwoude,1897,0
Edam,Warder,1848,1
Edam,Warder,1850,0
Edam,Warder,1888,0
Edam,Warder,1897,0
Edam,Weesp,1848,1
Edam,Weesp,1850,0
Edam,Weesp,1888,0
Edam,Weesp,1897,0
Edam,Weesperkarspel,1848,1
Edam,Weesperkarspel,1850,0
Edam,Weesperkarspel,1888,0
Edam,Weesperkarspel,1897,0
Zaandam,Akersloot,1848,1
Zaandam,Akersloot,1850,0
Zaandam,Akersloot,1888,0
Zaandam,Akersloot,1897,0
Zaandam,Assendelft,1848,1
Zaandam,Assendelft,1850,0
Zaandam,Assendelft,1888,0
Zaandam,Assendelft,1897,0
Zaandam,Beemster,1848,1
Zaandam,Beemster,1850,0
Zaandam,Beemster,1888,0
Zaandam,Beemster,1897,0
Zaandam,Broek in Waterland,1848,0
Zaandam,Broek in Waterland,1850,0
Zaandam,Broek in Waterland,1888,1
Zaandam,Broek in Waterland,1897,1
Zaandam,Buiksloot,1848,0
Zaandam,Buiksloot,1850,0
Zaandam,Buiksloot,1888,1
Zaandam,Buiksloot,1897,1
Zaandam,De Rijp,1848,1
Zaandam,De Rijp,1850,0
Zaandam,De Rijp,1888,1
Zaandam,De Rijp,1897,1
Zaandam,Graft,1848,1
Zaandam,Graft,1850,0
Zaandam,Graft,1888,1
Zaandam,Graft,1897,1
Zaandam,Heemskerk,1848,1
Zaandam,Heemskerk,1850,0
Zaandam,Heemskerk,1888,0
Zaandam,Heemskerk,1897,0
Zaandam,Heerhugowaard,1848,1
Zaandam,Heerhugowaard,1850,0
Zaandam,Heerhugowaard,1888,0
Zaandam,Heerhugowaard,1897,0
Zaandam,Ilpendam,1848,0
Zaandam,Ilpendam,1850,0
Zaandam,Ilpendam,1888,1
Zaandam,Ilpendam,1897,1
Zaandam,Jisp,1848,1
Zaandam,Jisp,1850,0
Zaandam,Jisp,1888,1
Zaandam,Jisp,1897,1
Zaandam,Koog aan de Zaan,1848,1
Zaandam,Koog aan de Zaan,1850,0
Zaandam,Koog aan de Zaan,1888,1
Zaandam,Koog aan de Zaan,1897,1
Zaandam,Krommenie,1848,1
Zaandam,Krommenie,1850,0
Zaandam,Krommenie,1888,0
Zaandam,Krommenie,1897,0
Zaandam,Landsmeer,1848,0
Zaandam,Landsmeer,1850,0
Zaandam,Landsmeer,1888,1
Zaandam,Landsmeer,1897,1
Zaandam,Nieuwendam,1848,0
Zaandam,Nieuwendam,1850,0
Zaandam,Nieuwendam,1888,1
Zaandam,Nieuwendam,1897,1
Zaandam,Oostzaan,1848,1
Zaandam,Oostzaan,1850,0
Zaandam,Oostzaan,1888,1
Zaandam,Oostzaan,1897,1
Zaandam,Oterleek,1848,1
Zaandam,Oterleek,1850,0
Zaandam,Oterleek,1888,0
Zaandam,Oterleek,1897,0
Zaandam,Oudorp,1848,1
Zaandam,Oudorp,1850,0
Zaandam,Oudorp,1888,0
Zaandam,Oudorp,1897,0
Zaandam,Ransdorp,1848,0
Zaandam,Ransdorp,1850,0
Zaandam,Ransdorp,1888,1
Zaandam,Ransdorp,1897,1
Zaandam,Schermerhorn,1848,1
Zaandam,Schermerhorn,1850,0
Zaandam,Schermerhorn,1888,0
Zaandam,Schermerhorn,1897,0
Zaandam,Uitgeest,1848,1
Zaandam,Uitgeest,1850,0
Zaandam,Uitgeest,1888,0
Zaandam,Uitgeest,1897,0
Zaandam,Ursem,1848,1
Zaandam,Ursem,1850,0
Zaandam,Ursem,1888,0
Zaandam,Ursem,1897,0
Zaandam,Westzaan,1848,1
Zaandam,Westzaan,1850,0
Zaandam,Westzaan,1888,0
Zaandam,Westzaan,1897,0
Zaandam,Wijdewormer,1848,1
Zaandam,Wijdewormer,1850,0
Zaandam,Wijdewormer,1888,1
Zaandam,Wijdewormer,1897,1
Zaandam,Wormer,1848,1
Zaandam,Wormer,1850,0
Zaandam,Wormer,1888,1
Zaandam,Wormer,1897,1
Zaandam,Wormerveer,1848,1
Zaandam,Wormerveer,1850,0
Zaandam,Wormerveer,1888,1
Zaandam,Wormerveer,1897,1
Zaandam,Zaandam,1848,1
Zaandam,Zaandam,1850,0
Zaandam,Zaandam,1888,1
Zaandam,Zaandam,1897,1
Zaandam,Zaandijk,1848,1
Zaandam,Zaandijk,1850,0
Zaandam,Zaandijk,1888,1
Zaandam,Zaandijk,1897,1
Zaandam,Zuid- en Noord-Schermer,1848,1
Zaandam,Zuid- en Noord-Schermer,1850,0
Zaandam,Zuid- en Noord-Schermer,1888,1
Zaandam,Zuid- en Noord-Schermer,1897,1
Haarlem,Bennebroek,1848,1
Haarlem,Bennebroek,1850,1
Haarlem,Bennebroek,1888,0
Haarlem,Bennebroek,1897,0
Haarlem,Bergen,1848,1
Haarlem,Bergen,1850,0
Haarlem,Bergen,1888,0
Haarlem,Bergen,1897,0
Haarlem,Berkenrode,1848,1
Haarlem,Berkenrode,1850,1
Haarlem,Berkenrode,1888,0
Haarlem,Berkenrode,1897,0
Haarlem,Beverwijk,1848,1
Haarlem,Beverwijk,1850,0
Haarlem,Beverwijk,1888,0
Haarlem,Beverwijk,1897,0
Haarlem,Bloemendaal,1848,1
Haarlem,Bloemendaal,1850,1
Haarlem,Bloemendaal,1888,0
Haarlem,Bloemendaal,1897,0
Haarlem,Castricum,1848,1
Haarlem,Castricum,1850,0
Haarlem,Castricum,1888,0
Haarlem,Castricum,1897,0
Haarlem,Egmond aan Zee,1848,1
Haarlem,Egmond aan Zee,1850,0
Haarlem,Egmond aan Zee,1888,0
Haarlem,Egmond aan Zee,1897,0
Haarlem,Egmond-Binnen,1848,1
Haarlem,Egmond-Binnen,1850,0
Haarlem,Egmond-Binnen,1888,0
Haarlem,Egmond-Binnen,1897,0
Haarlem,Haarlem,1848,1
Haarlem,Haarlem,1850,1
Haarlem,Haarlem,1888,1
Haarlem,Haarlem,1897,1
Haarlem,Haarlemmerliede,1848,1
Haarlem,Haarlemmerliede,1850,1
Haarlem,Haarlemmerliede,1888,0
Haarlem,Haarlemmerliede,1897,0
Haarlem,Haarlemmermeer,1848,0
Haarlem,Haarlemmermeer,1850,1
Haarlem,Haarlemmermeer,1888,0
Haarlem,Haarlemmermeer,1897,0
Haarlem,Heemstede,1848,1
Haarlem,Heemstede,1850,1
Haarlem,Heemstede,1888,0
Haarlem,Heemstede,1897,0
Haarlem,Heilo,1848,1
Haarlem,Heilo,1850,0
Haarlem,Heilo,1888,0
Haarlem,Heilo,1897,0
Haarlem,Hillegom,1848,0
Haarlem,Hillegom,1850,1
Haarlem,Hillegom,1888,0
Haarlem,Hillegom,1897,0
Haarlem,Houtrijk en Polanen,1848,0
Haarlem,Houtrijk en Polanen,1850,1
Haarlem,Houtrijk en Polanen,1888,0
Haarlem,Houtrijk en Polanen,1897,0
Haarlem,Limmen,1848,1
Haarlem,Limmen,1850,0
Haarlem,Limmen,1888,0
Haarlem,Limmen,1897,0
Haarlem,Lisse,1848,0
Haarlem,Lisse,1850,1
Haarlem,Lisse,1888,0
Haarlem,Lisse,1897,0
Haarlem,Noordwijk,1848,0
Haarlem,Noordwijk,1850,1
Haarlem,Noordwijk,1888,0
Haarlem,Noordwijk,1897,0
Haarlem,Noordwijkerhout,1848,0
Haarlem,Noordwijkerhout,1850,1
Haarlem,Noordwijkerhout,1888,0
Haarlem,Noordwijkerhout,1897,0
Haarlem,Schoorl,1848,1
Haarlem,Schoorl,1850,0
Haarlem,Schoorl,1888,0
Haarlem,Schoorl,1897,0
Haarlem,Schoten,1848,1
Haarlem,Schoten,1850,1
Haarlem,Schoten,1888,0
Haarlem,Schoten,1897,0
Haarlem,Sloten,1848,0
Haarlem,Sloten,1850,0
Haarlem,Sloten,1888,0
Haarlem,Sloten,1897,0
Haarlem,Spaarndam,1848,1
Haarlem,Spaarndam,1850,1
Haarlem,Spaarndam,1888,0
Haarlem,Spaarndam,1897,0
Haarlem,Spaarnwoude,1848,1
Haarlem,Spaarnwoude,1850,1
Haarlem,Spaarnwoude,1888,0
Haarlem,Spaarnwoude,1897,0
Haarlem,Velzen,1848,1
Haarlem,Velzen,1850,0
Haarlem,Velzen,1888,0
Haarlem,Velzen,1897,0
Amsterdam I,Wijk 1-14,1848,1
Amsterdam I,Wijk 1-14,1850,0
Amsterdam I,Wijk 1-14,1888,0
Amsterdam I,Wijk 1-14,1897,0
Amsterdam II,,1848,1
Amsterdam II,,1850,0
Amsterdam II,,1888,0
Amsterdam II,,1897,0
Amsterdam III,,1848,1
Amsterdam III,,1850,0
Amsterdam III,,1888,0
Amsterdam III,,1897,0
Amsterdam IV,,1848,1
Amsterdam IV,,1850,0
Amsterdam IV,,1888,0
Amsterdam IV,,1897,0
Amsterdam V,Aalsmeer,1848,1
Amsterdam V,Aalsmeer,1850,0
Amsterdam V,Aalsmeer,1888,0
Amsterdam V,Aalsmeer,1897,0
Amsterdam V,Buitenwijken 1-5,1848,1
Amsterdam V,Buitenwijken 1-5,1850,0
Amsterdam V,Buitenwijken 1-5,1888,0
Amsterdam V,Buitenwijken 1-5,1897,0
Amsterdam V,Diemen,1848,1
Amsterdam V,Diemen,1850,0
Amsterdam V,Diemen,1888,0
Amsterdam V,Diemen,1897,0
Amsterdam V,Houtrijk en Polanen,1848,1
Amsterdam V,Houtrijk en Polanen,1850,0
Amsterdam V,Houtrijk en Polanen,1888,0
Amsterdam V,Houtrijk en Polanen,1897,0
Amsterdam V,Kalslagen,1848,1
Amsterdam V,Kalslagen,1850,0
Amsterdam V,Kalslagen,1888,0
Amsterdam V,Kalslagen,1897,0
Amsterdam V,Leimuiden,1848,1
Amsterdam V,Leimuiden,1850,0
Amsterdam V,Leimuiden,1888,0
Amsterdam V,Leimuiden,1897,0
Amsterdam V,Nieuwer-Amstel,1848,1
Amsterdam V,Nieuwer-Amstel,1850,0
Amsterdam V,Nieuwer-Amstel,1888,0
Amsterdam V,Nieuwer-Amstel,1897,0
Amsterdam V,Ouder-Amstel,1848,1
Amsterdam V,Ouder-Amstel,1850,0
Amsterdam V,Ouder-Amstel,1888,0
Amsterdam V,Ouder-Amstel,1897,0
Amsterdam V,Rietwijkeroord,1848,1
Amsterdam V,Rietwijkeroord,1850,0
Amsterdam V,Rietwijkeroord,1888,0
Amsterdam V,Rietwijkeroord,1897,0
Amsterdam V,Sloten,1848,1
Amsterdam V,Sloten,1850,0
Amsterdam V,Sloten,1888,0
Amsterdam V,Sloten,1897,0
Amsterdam V,Uithoorn,1848,1
Amsterdam V,Uithoorn,1850,0
Amsterdam V,Uithoorn,1888,0
Amsterdam V,Uithoorn,1897,0
Amsterdam V,Watergraafsmeer,1848,1
Amsterdam V,Watergraafsmeer,1850,0
Amsterdam V,Watergraafsmeer,1888,0
Amsterdam V,Watergraafsmeer,1897,0
Amsterdam V,,1848,1
Amsterdam V,,1850,0
Amsterdam V,,1888,0
Amsterdam V,,1897,0
Leiden,Aalsmeer,1848,0
Leiden,Aalsmeer,1850,1
Leiden,Aalsmeer,1888,0
Leiden,Aalsmeer,1897,0
Leiden,Aar (Ter),1848,0
Leiden,Aar (Ter),1850,1
Leiden,Aar (Ter),1888,0
Leiden,Aar (Ter),1897,0
Leiden,Aarlanderveen,1848,0
Leiden,Aarlanderveen,1850,1
Leiden,Aarlanderveen,1888,0
Leiden,Aarlanderveen,1897,0
Leiden,Alkemade,1848,0
Leiden,Alkemade,1850,1
Leiden,Alkemade,1888,0
Leiden,Alkemade,1897,0
Leiden,Alphen,1848,0
Leiden,Alphen,1850,1
Leiden,Alphen,1888,0
Leiden,Alphen,1897,0
Leiden,Benthuizen,1848,0
Leiden,Benthuizen,1850,1
Leiden,Benthuizen,1888,0
Leiden,Benthuizen,1897,0
Leiden,Bodegraven,1848,0
Leiden,Bodegraven,1850,1
Leiden,Bodegraven,1888,0
Leiden,Bodegraven,1897,0
Leiden,Boekhorst,1848,0
Leiden,Boekhorst,1850,1
Leiden,Boekhorst,1888,0
Leiden,Boekhorst,1897,0
Leiden,De Vennep,1848,0
Leiden,De Vennep,1850,1
Leiden,De Vennep,1888,0
Leiden,De Vennep,1897,0
Leiden,Hazerswoude,1848,0
Leiden,Hazerswoude,1850,1
Leiden,Hazerswoude,1888,0
Leiden,Hazerswoude,1897,0
Leiden,Hoogeveen,1848,0
Leiden,Hoogeveen,1850,1
Leiden,Hoogeveen,1888,0
Leiden,Hoogeveen,1897,0
Leiden,Hoogmade,1848,0
Leiden,Hoogmade,1850,1
Leiden,Hoogmade,1888,0
Leiden,Hoogmade,1897,0
Leiden,Kalslagen,1848,0
Leiden,Kalslagen,1850,1
Leiden,Kalslagen,1888,0
Leiden,Kalslagen,1897,0
Leiden,Katwijk,1848,0
Leiden,Katwijk,1850,1
Leiden,Katwijk,1888,0
Leiden,Katwijk,1897,0
Leiden,Koudekerk,1848,0
Leiden,Koudekerk,1850,1
Leiden,Koudekerk,1888,0
Leiden,Koudekerk,1897,0
Leiden,Leiden,1848,1
Leiden,Leiden,1850,1
Leiden,Leiden,1888,1
Leiden,Leiden,1897,1
Leiden,Leiderdorp,1848,0
Leiden,Leiderdorp,1850,1
Leiden,Leiderdorp,1888,0
Leiden,Leiderdorp,1897,0
Leiden,Leimuiden,1848,0
Leiden,Leimuiden,1850,1
Leiden,Leimuiden,1888,0
Leiden,Leimuiden,1897,0
Leiden,Nieuwer-Amstel,1848,0
Leiden,Nieuwer-Amstel,1850,1
Leiden,Nieuwer-Amstel,1888,0
Leiden,Nieuwer-Amstel,1897,0
Leiden,Nieuwveen,1848,0
Leiden,Nieuwveen,1850,1
Leiden,Nieuwveen,1888,0
Leiden,Nieuwveen,1897,0
Leiden,Oegstgeest,1848,0
Leiden,Oegstgeest,1850,1
