district,gemeentenaam,year,belong_to_district
Sliedrecht,Streefkerk,1848,0
Sliedrecht,Streefkerk,1850,0
Sliedrecht,Streefkerk,1888,1
Sliedrecht,Streefkerk,1897,1
Sliedrecht,Tienhoven,1848,0
Sliedrecht,Tienhoven,1850,0
Sliedrecht,Tienhoven,1888,1
Sliedrecht,Tienhoven,1897,1
Sliedrecht,Vianen,1848,0
Sliedrecht,Vianen,1850,0
Sliedrecht,Vianen,1888,1
Sliedrecht,Vianen,1897,1
Sliedrecht,Wijngaarden,1848,0
Sliedrecht,Wijngaarden,1850,0
Sliedrecht,Wijngaarden,1888,1
Sliedrecht,Wijngaarden,1897,1
Oostburg,Aardenburg,1848,0
Oostburg,Aardenburg,1850,0
Oostburg,Aardenburg,1888,1
Oostburg,Aardenburg,1897,1
Oostburg,Axel,1848,0
Oostburg,Axel,1850,0
Oostburg,Axel,1888,1
Oostburg,Axel,1897,1
Oostburg,Biervliet,1848,0
Oostburg,Biervliet,1850,0
Oostburg,Biervliet,1888,1
Oostburg,Biervliet,1897,1
Oostburg,Breskens,1848,0
Oostburg,Breskens,1850,0
Oostburg,Breskens,1888,1
Oostburg,Breskens,1897,1
Oostburg,Cadzand,1848,0
Oostburg,Cadzand,1850,0
Oostburg,Cadzand,1888,1
Oostburg,Cadzand,1897,1
Oostburg,Eede,1848,0
Oostburg,Eede,1850,0
Oostburg,Eede,1888,1
Oostburg,Eede,1897,1
Oostburg,Groede,1848,0
Oostburg,Groede,1850,0
Oostburg,Groede,1888,1
Oostburg,Groede,1897,1
Oostburg,Hoek,1848,0
Oostburg,Hoek,1850,0
Oostburg,Hoek,1888,1
Oostburg,Hoek,1897,1
Oostburg,Hoofdplaat,1848,0
Oostburg,Hoofdplaat,1850,0
Oostburg,Hoofdplaat,1888,1
Oostburg,Hoofdplaat,1897,1
Oostburg,Kruis (St.),1848,0
Oostburg,Kruis (St.),1850,0
Oostburg,Kruis (St.),1888,1
Oostburg,Kruis (St.),1897,1
Oostburg,Neuzen,1848,0
Oostburg,Neuzen,1850,0
Oostburg,Neuzen,1888,1
Oostburg,Neuzen,1897,1
Oostburg,Nieuwvliet,1848,0
Oostburg,Nieuwvliet,1850,0
Oostburg,Nieuwvliet,1888,1
Oostburg,Nieuwvliet,1897,1
Oostburg,Oostburg,1848,0
Oostburg,Oostburg,1850,0
Oostburg,Oostburg,1888,1
Oostburg,Oostburg,1897,1
Oostburg,Philippine,1848,0
Oostburg,Philippine,1850,0
Oostburg,Philippine,1888,1
Oostburg,Philippine,1897,1
Oostburg,Retranchement,1848,0
Oostburg,Retranchement,1850,0
Oostburg,Retranchement,1888,1
Oostburg,Retranchement,1897,1
Oostburg,Sas van Gent,1848,0
Oostburg,Sas van Gent,1850,0
Oostburg,Sas van Gent,1888,1
Oostburg,Sas van Gent,1897,1
Oostburg,Schoondijke,1848,0
Oostburg,Schoondijke,1850,0
Oostburg,Schoondijke,1888,1
Oostburg,Schoondijke,1897,1
Oostburg,Sluis,1848,0
Oostburg,Sluis,1850,0
Oostburg,Sluis,1888,1
Oostburg,Sluis,1897,1
Oostburg,Waterlandkerkje,1848,0
Oostburg,Waterlandkerkje,1850,0
Oostburg,Waterlandkerkje,1888,1
Oostburg,Waterlandkerkje,1897,1
Oostburg,Westdorpe,1848,0
Oostburg,Westdorpe,1850,0
Oostburg,Westdorpe,1888,1
Oostburg,Westdorpe,1897,1
Oostburg,Yzendijke,1848,0
Oostburg,Yzendijke,1850,0
Oostburg,Yzendijke,1888,1
Oostburg,Yzendijke,1897,1
Oostburg,Zaamslag,1848,0
Oostburg,Zaamslag,1850,0
Oostburg,Zaamslag,1888,1
Oostburg,Zaamslag,1897,1
Oostburg,Zuidzande,1848,0
Oostburg,Zuidzande,1850,0
Oostburg,Zuidzande,1888,1
Oostburg,Zuidzande,1897,1
Hontenisse,'s Heerenhoek,1848,0
Hontenisse,'s Heerenhoek,1850,0
Hontenisse,'s Heerenhoek,1888,1
Hontenisse,'s Heerenhoek,1897,1
Hontenisse,Baarland,1848,0
Hontenisse,Baarland,1850,0
Hontenisse,Baarland,1888,1
Hontenisse,Baarland,1897,1
Hontenisse,Borsselen,1848,0
Hontenisse,Borsselen,1850,0
Hontenisse,Borsselen,1888,1
Hontenisse,Borsselen,1897,1
Hontenisse,Boschkapelle,1848,0
Hontenisse,Boschkapelle,1850,0
Hontenisse,Boschkapelle,1888,1
Hontenisse,Boschkapelle,1897,1
Hontenisse,Clinge,1848,0
Hontenisse,Clinge,1850,0
Hontenisse,Clinge,1888,1
Hontenisse,Clinge,1897,1
Hontenisse,Driewegen,1848,0
Hontenisse,Driewegen,1850,0
Hontenisse,Driewegen,1888,1
Hontenisse,Driewegen,1897,1
Hontenisse,Ellewoutsdijk,1848,0
Hontenisse,Ellewoutsdijk,1850,0
Hontenisse,Ellewoutsdijk,1888,1
Hontenisse,Ellewoutsdijk,1897,1
Hontenisse,Graauw,1848,0
Hontenisse,Graauw,1850,0
Hontenisse,Graauw,1888,1
Hontenisse,Graauw,1897,1
Hontenisse,Hengstdijk,1848,0
Hontenisse,Hengstdijk,1850,0
Hontenisse,Hengstdijk,1888,1
Hontenisse,Hengstdijk,1897,1
Hontenisse,Hoedekenskerke,1848,0
Hontenisse,Hoedekenskerke,1850,0
Hontenisse,Hoedekenskerke,1888,1
Hontenisse,Hoedekenskerke,1897,1
Hontenisse,Hontenisse,1848,0
Hontenisse,Hontenisse,1850,0
Hontenisse,Hontenisse,1888,1
Hontenisse,Hontenisse,1897,1
Hontenisse,Hulst,1848,0
Hontenisse,Hulst,1850,0
Hontenisse,Hulst,1888,1
Hontenisse,Hulst,1897,1
Hontenisse,Jansteen (St.),1848,0
Hontenisse,Jansteen (St.),1850,0
Hontenisse,Jansteen (St.),1888,1
Hontenisse,Jansteen (St.),1897,1
Hontenisse,Kapelle,1848,0
Hontenisse,Kapelle,1850,0
Hontenisse,Kapelle,1888,1
Hontenisse,Kapelle,1897,1
Hontenisse,Koewacht,1848,0
Hontenisse,Koewacht,1850,0
Hontenisse,Koewacht,1888,1
Hontenisse,Koewacht,1897,1
Hontenisse,Krabbendijke,1848,0
Hontenisse,Krabbendijke,1850,0
Hontenisse,Krabbendijke,1888,1
Hontenisse,Krabbendijke,1897,1
Hontenisse,Kruiningen,1848,0
Hontenisse,Kruiningen,1850,0
Hontenisse,Kruiningen,1888,1
Hontenisse,Kruiningen,1897,1
Hontenisse,Nisse,1848,0
Hontenisse,Nisse,1850,0
Hontenisse,Nisse,1888,1
Hontenisse,Nisse,1897,1
Hontenisse,Ossenisse,1848,0
Hontenisse,Ossenisse,1850,0
Hontenisse,Ossenisse,1888,1
Hontenisse,Ossenisse,1897,1
Hontenisse,Oudelande,1848,0
Hontenisse,Oudelande,1850,0
Hontenisse,Oudelande,1888,1
Hontenisse,Oudelande,1897,1
Hontenisse,Overslag,1848,0
Hontenisse,Overslag,1850,0
Hontenisse,Overslag,1888,1
Hontenisse,Overslag,1897,1
Hontenisse,Ovezande,1848,0
Hontenisse,Ovezande,1850,0
Hontenisse,Ovezande,1888,1
Hontenisse,Ovezande,1897,1
Hontenisse,Rilland-Bath,1848,0
Hontenisse,Rilland-Bath,1850,0
Hontenisse,Rilland-Bath,1888,1
Hontenisse,Rilland-Bath,1897,1
Hontenisse,Schore,1848,0
Hontenisse,Schore,1850,0
Hontenisse,Schore,1888,1
Hontenisse,Schore,1897,1
Hontenisse,Stoppeldijk,1848,0
Hontenisse,Stoppeldijk,1850,0
Hontenisse,Stoppeldijk,1888,1
Hontenisse,Stoppeldijk,1897,1
Hontenisse,Waarde,1848,0
Hontenisse,Waarde,1850,0
Hontenisse,Waarde,1888,1
Hontenisse,Waarde,1897,1
Hontenisse,Yerseke,1848,0
Hontenisse,Yerseke,1850,0
Hontenisse,Yerseke,1888,1
Hontenisse,Yerseke,1897,1
Hontenisse,Zuiddorpe,1848,0
Hontenisse,Zuiddorpe,1850,0
Hontenisse,Zuiddorpe,1888,1
Hontenisse,Zuiddorpe,1897,1
Oosterhout,'s-Gravenmoer,1848,0
Oosterhout,'s-Gravenmoer,1850,0
Oosterhout,'s-Gravenmoer,1888,1
Oosterhout,'s-Gravenmoer,1897,1
Oosterhout,Baarle-Nassau,1848,0
Oosterhout,Baarle-Nassau,1850,0
Oosterhout,Baarle-Nassau,1888,1
Oosterhout,Baarle-Nassau,1897,1
Oosterhout,Chaam,1848,0
Oosterhout,Chaam,1850,0
Oosterhout,Chaam,1888,1
Oosterhout,Chaam,1897,1
Oosterhout,Dongen,1848,0
Oosterhout,Dongen,1850,0
Oosterhout,Dongen,1888,1
Oosterhout,Dongen,1897,1
Oosterhout,Gilze,1848,0
Oosterhout,Gilze,1850,0
Oosterhout,Gilze,1888,1
Oosterhout,Gilze,1897,1
Oosterhout,Ginneken,1848,0
Oosterhout,Ginneken,1850,0
Oosterhout,Ginneken,1888,1
Oosterhout,Ginneken,1897,1
Oosterhout,Loon op Zand,1848,0
Oosterhout,Loon op Zand,1850,0
Oosterhout,Loon op Zand,1888,1
Oosterhout,Loon op Zand,1897,1
Oosterhout,Oosterhout,1848,0
Oosterhout,Oosterhout,1850,0
Oosterhout,Oosterhout,1888,1
Oosterhout,Oosterhout,1897,1
Oosterhout,Rijsbergen,1848,0
Oosterhout,Rijsbergen,1850,0
Oosterhout,Rijsbergen,1888,1
Oosterhout,Rijsbergen,1897,1
Oosterhout,Teteringen,1848,0
Oosterhout,Teteringen,1850,0
Oosterhout,Teteringen,1888,1
Oosterhout,Teteringen,1897,1
Oosterhout,Zundert,1848,0
Oosterhout,Zundert,1850,0
Oosterhout,Zundert,1888,1
Oosterhout,Zundert,1897,1
Waalwijk,Almkerk,1848,0
Waalwijk,Almkerk,1850,0
Waalwijk,Almkerk,1888,1
Waalwijk,Almkerk,1897,1
Waalwijk,Baardwijk,1848,0
Waalwijk,Baardwijk,1850,0
Waalwijk,Baardwijk,1888,1
Waalwijk,Baardwijk,1897,1
Waalwijk,Berkel,1848,0
Waalwijk,Berkel,1850,0
Waalwijk,Berkel,1888,1
Waalwijk,Berkel,1897,1
Waalwijk,Besoijen,1848,0
Waalwijk,Besoijen,1850,0
Waalwijk,Besoijen,1888,1
Waalwijk,Besoijen,1897,1
Waalwijk,Bokhoven,1848,0
Waalwijk,Bokhoven,1850,0
Waalwijk,Bokhoven,1888,1
Waalwijk,Bokhoven,1897,1
Waalwijk,Capelle,1848,0
Waalwijk,Capelle,1850,0
Waalwijk,Capelle,1888,1
Waalwijk,Capelle,1897,1
Waalwijk,Cromvoirt,1848,0
Waalwijk,Cromvoirt,1850,0
Waalwijk,Cromvoirt,1888,1
Waalwijk,Cromvoirt,1897,1
Waalwijk,Drongelen,1848,0
Waalwijk,Drongelen,1850,0
Waalwijk,Drongelen,1888,1
Waalwijk,Drongelen,1897,1
Waalwijk,Drunen,1848,0
Waalwijk,Drunen,1850,0
Waalwijk,Drunen,1888,1
Waalwijk,Drunen,1897,1
Waalwijk,Dussen,1848,0
Waalwijk,Dussen,1850,0
Waalwijk,Dussen,1888,1
Waalwijk,Dussen,1897,1
Waalwijk,Empel,1848,0
Waalwijk,Empel,1850,0
Waalwijk,Empel,1888,1
Waalwijk,Empel,1897,1
Waalwijk,Engelen,1848,0
Waalwijk,Engelen,1850,0
Waalwijk,Engelen,1888,1
Waalwijk,Engelen,1897,1
Waalwijk,Haaren,1848,0
Waalwijk,Haaren,1850,0
Waalwijk,Haaren,1888,1
Waalwijk,Haaren,1897,1
Waalwijk,Hedikhuizen,1848,0
Waalwijk,Hedikhuizen,1850,0
Waalwijk,Hedikhuizen,1888,1
Waalwijk,Hedikhuizen,1897,1
Waalwijk,Heesbeen,1848,0
Waalwijk,Heesbeen,1850,0
Waalwijk,Heesbeen,1888,1
Waalwijk,Heesbeen,1897,1
Waalwijk,Helvoirt,1848,0
Waalwijk,Helvoirt,1850,0
Waalwijk,Helvoirt,1888,1
Waalwijk,Helvoirt,1897,1
Waalwijk,Herpt,1848,0
Waalwijk,Herpt,1850,0
Waalwijk,Herpt,1888,1
Waalwijk,Herpt,1897,1
Waalwijk,Heusden,1848,0
Waalwijk,Heusden,1850,0
Waalwijk,Heusden,1888,1
Waalwijk,Heusden,1897,1
Waalwijk,Meeuwen,1848,0
Waalwijk,Meeuwen,1850,0
Waalwijk,Meeuwen,1888,1
Waalwijk,Meeuwen,1897,1
Waalwijk,Nieuwkuijk,1848,0
Waalwijk,Nieuwkuijk,1850,0
Waalwijk,Nieuwkuijk,1888,1
Waalwijk,Nieuwkuijk,1897,1
Waalwijk,Oudheusden,1848,0
Waalwijk,Oudheusden,1850,0
Waalwijk,Oudheusden,1888,1
Waalwijk,Oudheusden,1897,1
Waalwijk,Sprang,1848,0
Waalwijk,Sprang,1850,0
Waalwijk,Sprang,1888,1
Waalwijk,Sprang,1897,1
Waalwijk,Udenhout,1848,0
Waalwijk,Udenhout,1850,0
Waalwijk,Udenhout,1888,1
Waalwijk,Udenhout,1897,1
Waalwijk,Vlijmen,1848,0
Waalwijk,Vlijmen,1850,0
Waalwijk,Vlijmen,1888,1
Waalwijk,Vlijmen,1897,1
Waalwijk,Vrijhoeve-Capelle,1848,0
Waalwijk,Vrijhoeve-Capelle,1850,0
Waalwijk,Vrijhoeve-Capelle,1888,1
Waalwijk,Vrijhoeve-Capelle,1897,1
Waalwijk,Waalwijk,1848,0
Waalwijk,Waalwijk,1850,0
Waalwijk,Waalwijk,1888,1
Waalwijk,Waalwijk,1897,1
Waalwijk,Waspik,1848,0
Waalwijk,Waspik,1850,0
Waalwijk,Waspik,1888,1
Waalwijk,Waspik,1897,1
Gulpen,Bemelen,1848,0
Gulpen,Bemelen,1850,0
Gulpen,Bemelen,1888,1
Gulpen,Bemelen,1897,1
Gulpen,Berg en Terblijt,1848,0
Gulpen,Berg en Terblijt,1850,0
Gulpen,Berg en Terblijt,1888,1
Gulpen,Berg en Terblijt,1897,1
Gulpen,Bocholtz,1848,0
Gulpen,Bocholtz,1850,0
Gulpen,Bocholtz,1888,1
Gulpen,Bocholtz,1897,1
Gulpen,Cadier en Keer,1848,0
Gulpen,Cadier en Keer,1850,0
Gulpen,Cadier en Keer,1888,1
Gulpen,Cadier en Keer,1897,1
Gulpen,Geertruid (St.),1848,0
Gulpen,Geertruid (St.),1850,0
Gulpen,Geertruid (St.),1888,1
Gulpen,Geertruid (St.),1897,1
Gulpen,Gulpen,1848,0
Gulpen,Gulpen,1850,0
Gulpen,Gulpen,1888,1
Gulpen,Gulpen,1897,1
Gulpen,Heerlen,1848,0
Gulpen,Heerlen,1850,0
Gulpen,Heerlen,1888,1
Gulpen,Heerlen,1897,1
Gulpen,Houthem,1848,0
Gulpen,Houthem,1850,0
Gulpen,Houthem,1888,1
Gulpen,Houthem,1897,1
Gulpen,Kerkrade,1848,0
Gulpen,Kerkrade,1850,0
Gulpen,Kerkrade,1888,1
Gulpen,Kerkrade,1897,1
Gulpen,Klimmen,1848,0
Gulpen,Klimmen,1850,0
Gulpen,Klimmen,1888,1
Gulpen,Klimmen,1897,1
Gulpen,Margraten,1848,0
Gulpen,Margraten,1850,0
Gulpen,Margraten,1888,1
Gulpen,Margraten,1897,1
Gulpen,Mesch,1848,0
Gulpen,Mesch,1850,0
Gulpen,Mesch,1888,1
Gulpen,Mesch,1897,1
Gulpen,Mheer,1848,0
Gulpen,Mheer,1850,0
Gulpen,Mheer,1888,1
Gulpen,Mheer,1897,1
Gulpen,Noorbeek,1848,0
Gulpen,Noorbeek,1850,0
Gulpen,Noorbeek,1888,1
Gulpen,Noorbeek,1897,1
Gulpen,Oud-Valkenburg,1848,0
Gulpen,Oud-Valkenburg,1850,0
Gulpen,Oud-Valkenburg,1888,1
Gulpen,Oud-Valkenburg,1897,1
Gulpen,Rijckholt,1848,0
Gulpen,Rijckholt,1850,0
Gulpen,Rijckholt,1888,1
Gulpen,Rijckholt,1897,1
Gulpen,Schaesberg,1848,0
Gulpen,Schaesberg,1850,0
Gulpen,Schaesberg,1888,1
Gulpen,Schaesberg,1897,1
Gulpen,Schin op Geulle,1848,0
Gulpen,Schin op Geulle,1850,0
Gulpen,Schin op Geulle,1888,1
Gulpen,Schin op Geulle,1897,1
Gulpen,Simpelveld,1848,0
Gulpen,Simpelveld,1850,0
Gulpen,Simpelveld,1888,1
Gulpen,Simpelveld,1897,1
Gulpen,Slenaken,1848,0
Gulpen,Slenaken,1850,0
Gulpen,Slenaken,1888,1
Gulpen,Slenaken,1897,1
Gulpen,Vaals,1848,0
Gulpen,Vaals,1850,0
Gulpen,Vaals,1888,1
Gulpen,Vaals,1897,1
Gulpen,Valkenburg,1848,0
Gulpen,Valkenburg,1850,0
Gulpen,Valkenburg,1888,1
Gulpen,Valkenburg,1897,1
Gulpen,Voerendaal,1848,0
Gulpen,Voerendaal,1850,0
