b1_nummer;politician;vote;law;date;house;pdc_naam;category
01580;de Wijkerslooth de Weerdesteyn;0;Successiewet 1921;1921-04-14;Tweede Kamer;Wijkerslooth de Weerdesteyn;fiscal
01172;van Sasse van Ysselt;0;Successiewet 1921;1921-04-14;Tweede Kamer;Sasse van Ysselt;fiscal
01328;Swane;0;Successiewet 1921;1921-04-14;Tweede Kamer;Swane;fiscal
00191;Braat;0;Successiewet 1921;1921-04-14;Tweede Kamer;Braat;fiscal
00106;Beumer;0;Successiewet 1921;1921-04-14;Tweede Kamer;Beumer;fiscal
01514;Weitkamp;0;Successiewet 1921;1921-04-14;Tweede Kamer;Weitkamp;fiscal
01283;Snoeck Henkemans;0;Successiewet 1921;1921-04-14;Tweede Kamer;Snoeck Henkemans;fiscal
00733;Koolen;0;Successiewet 1921;1921-04-14;Tweede Kamer;Koolen;fiscal
00702;Kleerekoper;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Kleerekoper;social
00892;de Meester;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Meester;social
00557;Helsdingen;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Helsdingen;social
00655;de Jong;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Jong;social
01400;van de Velde;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Velde;social
00727;Kolkman;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Kolkman;social
00796;van Leeuwen;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Leeuwen;social
00733;D.A.P.N. Koolen;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Koolen;social
01583;van Wijnbergen;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Wijnbergen;social
01189;Schaper;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Schaper;social
00634;Jannink;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Jannink;social
01470;van der Voort van Zijp;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Voort van Zijp;social
01152;Ruys de Beerenbrouck;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Ruijs de Beerenbrouck;social
00981;Nolens;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Nolens;social
00875;Marchant;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Marchant;social
01392;van Veen;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Veen;social
00709;Knobel;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Knobel;social
00011;Albarda;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Albarda;social
00544;Heeres;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Heeres;social
01023;Patijn;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Patijn;social
00835;Loeff;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Loeff;social
00029;Ankerman;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Ankerman;social
00615;Hugenholtz;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Hugenholtz;social
00228;Brummelkamp;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Brummelkamp;social
00742;Koster;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Koster;social
01113;Rink;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Rink;social
00410;Fock;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Fock;social
00157;Bongaerts;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Bongaerts;social
00432;de  Geer;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Geer;social
00090;van  Beresteyn;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Beresteyn;social
00356;Duynstee;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Duynstee;social
01075;van Raalte;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Raalte;social
01124;Roodenburg;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Roodenburg;social
01157;van Rijckevorsel;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Rijckevorsel;social
00106;Beumer;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Beumer;social
01445;Visser van IJzendoorn;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Visser van IJzendoorn;social
01446;de Visser;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Visser;social
01194;Scheurer;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Scheurer;social
01170;Sannes;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Sannes;social
01125;Roodhuyzen;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Roodhuyzen;social
00344;Drion;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Drion;social
00152;Boissevain;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Boissevain;social
01344;Teenstra;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Teenstra;social
00354;Duymaer van Twist;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Duymaer van Twist;social
01269;Smeenge;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Smeenge;social
00517;van Hamel;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Hamel;social
00665;Juten;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Juten;social
01009;Otto;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Otto;social
00369;Eerdmans;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Eerdmans;social
00447;Gerhard;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Gerhard;social
00374;Eland;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Eland;social
00337;van Doorn;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Doorn;social
01201;Schimmelpenninck;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Schimmelpenninck;social
00822;Limburg;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Limburg;social
00773;K. ter Laan;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Laan;social
01288;Spiekman;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Spiekman;social
00430;Fruytier;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Fruytier;social
00949;de Muralt;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Muralt;social
01177;de Savornin Lohman;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Savornin Lohman;social
01147;Rutgers;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Rutgers;social
01454;van Vliet;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Vliet;social
00940;de Monté verLoren;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Monté VerLoren;social
00385;Engels;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Engels;social
00356;Duys;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Duynstee;social
01283;Snoeck Henkemans;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Snoeck Henkemans;social
00975;van Nispen tot Sevenaer;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Nispen tot Sevenaer;social
00772;J. ter Laan;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Laan;social
00487;van Groenendael;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Groenendael;social
00624;van  Idsinga;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Idsinga;social
01003;Oosterbaan;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Oosterbaan;social
00104;van Best;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Best;social
00150;Bogaardt;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Bogaardt;social
00902;Mendels;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Mendels;social
00408;Fleskens;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Fleskens;social
01347;van den Tempel;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Tempel;social
00034;Arts;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Arts;social
01289;ter Spill;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Spill;social
00689;Ketelaar;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Ketelaar;social
01269;Smeenge;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Smeenge;social
00750;Krap;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Krap;social
00293;van Dedem;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Dedem;social
00410;Fock;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Fock;social
00826;van Limburg Stirum;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Limburg Stirum;social
01489;de Vries;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Vries;social
00562;Hennequin;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Hennequin;social
01400;van de Velde;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Velde;social
00468;Goekoop;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Goekoop;social
01079;de Ram;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Ram;social
01374;Travaglino;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Travaglino;social
01340;Talma;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Talma;social
01454;van Vliet;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Vliet;social
01215;Schokking;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Schokking;social
00039;van Asch van Wjjck;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Asch van Wijck;social
01113;Rink;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Rink;social
00430;Fruytier;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Fruytier;social
01384;Tydeman;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Tydeman;social
00325;Dolk;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Dolk;social
01050;Pompe van Meerdervoort;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Pompe van Meerdervoort;social
00196;Brants;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Brants;social
00279;Cremer;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Cremer;social
01392;van Veen;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Veen;social
01573;van Wijck;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Wijck;social
01551;Willinge;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Willinge;social
01510;van Wassenaer van Catwijck;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Wassenaer van Catwijck;social
01238;Seret;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Seret;social
00228;Bnunmelkamp;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Brummelkamp;social
01118;Röell;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Röell;social
01172;van Sasse van Ysselt;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Sasse van Ysselt;social
00087;van den Berch van Heemstede;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Berch van Heemstede;social
00832;van Löben Sels;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Löben Sels;social
00427;Friesen;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Friesen;social
00977;O.F.A.M. van Nispen tot Sevenaer;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Nispen tot Sevenaer;social
00727;Kolkman;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Kolkman;social
01457;van der Vlugt;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Vlugt;social
01120;Roessingh;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Roessingh;social
00995;Okma;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Okma;social
00469;Goeman Borgesius;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Goeman Borgesius;social
00923;Michiels van Verduynen;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Michiels van Verduynen;social
00849;Lucasse;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Lucasse;social
00354;Duymaer van Twist;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Duymaer van Twist;social
00624;van Idsinga;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Idsinga;social
00540;Heemskerk;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Heemskerk;social
00676;van Karnebeek;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Karnebeek;social
00704;de Klerk;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Klerk;social
00815;Lieftinck;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Lieftinck;social
01446;J.Th. de Visser;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Visser;social
01352;den Tex;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Tex;social
00613;Hubrecht;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Hubrecht;social
01320;Stuers;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Stuers;social
01020;Passtoors;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Passtoors;social
00144;de Boer;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Boer;social
00951;Mutsaers;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Mutsaers;social
00574;vau den Heuvel;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Heuvel;social
00889;Mees;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Mees;social
00904;Merckelbach;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Merckelbach;social
00638;Janssen;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Janssen;social
01087;Raymakers;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Raymakers;social
00163;van der Borch van Verwolde;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Borch van Verwolde;social
00034;Arts;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Arts;social
00543;van Heemstra;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Heemstra;social
00404;Ferf;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Ferf;social
01458;van Vlijmen;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Vlijmen;social
01411;Verhey;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Verheij;social
01538;van Wichen;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Wichen;social
00763;van der Kun;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Kun;social
01609;Zijlma;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Zijlma;social
01263;Sluis;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Sluis;social
01498;de Waal Malefijt;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Waal Malefijt;social
01324;van Styrum;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Styrum;social
00019;van Alphen;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Alphen;social
00153;Bolsius;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Bolsius;social
01177;de Savornin Lohman;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Savornin Lohman;social
00981;Nolens;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Nolens;social
00245;van Bylandt;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Bylandt;social
01293;Staalman;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Staalman;social
00001;Aalberse;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Aalberse;social
00500;van Gijn;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Gijn;social
00246;Bijleveldt;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Bijleveld;social
00862;Mackay;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Mackay;social
00983;Nolting;1;Antistakingswet 1903;1903-04-09;Tweede Kamer;Nolting;social
00875;Marchant;1;Antistakingswet 1903;1903-04-09;Tweede Kamer;Marchant;social
00615;Hugenholtz;1;Antistakingswet 1903;1903-04-09;Tweede Kamer;Hugenholtz;social
01271;Smidt;1;Antistakingswet 1903;1903-04-09;Tweede Kamer;Smidt;social
01075;van Raalte;1;Antistakingswet 1903;1903-04-09;Tweede Kamer;Raalte;social
01604;van der Zwaag;1;Antistakingswet 1903;1903-04-09;Tweede Kamer;Zwaag;social
00348;Drucker;1;Antistakingswet 1903;1903-04-09;Tweede Kamer;Drucker;social
00557;Helsdingen;1;Antistakingswet 1903;1903-04-09;Tweede Kamer;Helsdingen;social
01376;Troelstra;1;Antistakingswet 1903;1903-04-09;Tweede Kamer;Troelstra;social
01189;Schaper;1;Antistakingswet 1903;1903-04-09;Tweede Kamer;Schaper;social
00773;ter Laan;1;Antistakingswet 1903;1903-04-09;Tweede Kamer;Laan;social
00899;Melchers;1;Antistakingswet 1903;1903-04-09;Tweede Kamer;Melchers;social
00175;Bos;1;Antistakingswet 1903;1903-04-09;Tweede Kamer;Bos;social
00689;Ketelaar;1;Antistakingswet 1903;1903-04-09;Tweede Kamer;Ketelaar;social
00983;Nolting;1;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Nolting;social
01120;Roessingh;1;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Roessingh;social
00822;Limburg;1;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Limburg;social
01359;Thomson;1;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Thomson;social
01106;Reyne;1;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Reyne;social
01189;Schaper;1;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Schaper;social
00303;van Deventer;1;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Deventer;social
01271;Smidt;1;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Smidt;social
00613;Hubrecht;1;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Hubrecht;social
00337;van Doorn;1;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Doorn;social
01023;Patijn;1;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Patijn;social
00348;Drucker;1;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Drucker;social
00773;ter Laan;1;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Laan;social
00875;Marchant;1;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Marchant;social
00469;Goeman Borgesius;1;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Goeman Borgesius;social
00175;Bos;1;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Bos;social
01375;Treub;1;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Treub;social
00676;van Karnebeek;1;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Karnebeek;social
00704;de Klerk;1;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Klerk;social
01384;Tydeman;1;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Tydeman;social
00638;F.I.J. Janssen;1;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Janssen;social
01589;IJzerman;1;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;IJzerman;social
00500;van Gijn;1;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Gijn;social
00144;de Boer;1;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Boer;social
00802;Lely;1;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Lely;social
00723;van Kol;1;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Kol;social
01036;Plate;1;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Plate;social
01609;Zijlma;1;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Zijlma;social
00634;Jannink;1;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Jannink;social
00071;de Beaufort;1;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Beaufort 2;social
01376;Troelstra;1;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Troelstra;social
01034;Pierson;1;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Pierson;social
00635;Jansen;1;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Jansen;social
00417;van Foreest;1;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Foreest;social
01604;van der Zwaag;1;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Zwaag;social
00134;Blooker;1;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Blooker;social
01269;Smeenge;1;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Smeenge;social
00689;Ketelaar;1;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Ketelaar;social
00888;Mees;1;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Mees;social
01411;Verhey;1;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Verheij;social
00097;S. van den Bergh;1;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Bergh;social
00815;Lieftinck;1;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Lieftinck;social
01324;van Styrum;1;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Styrum;social
01118;Roell;1;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Röell;social
01392;van Veen;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Veen;social
01079;de Ram;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Ram;social
00981;Nolens;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Nolens;social
00543;van Heemstra;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Heemstra;social
01172;van Saste van Ysselt;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Sasse van Ysselt;social
00835;Loeft';0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Loeff;social
00540;Heemskerk;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Heemskerk;social
01494;van Vuuren;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Vuuren;social
00354;Duymaer van Twist;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Duymaer van Twist;social
00727;Kolkman;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Kolkman;social
00087;van den Berch van Heemstede;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Berch van Heemstede;social
00733;Koolen;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Koolen;social
01400;van de Velde;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Velde;social
01498;de Waal Malefijt;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Waal Malefijt;social
00228;Brummelkamp;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Brummelkamp;social
00150;Bogaardt;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Bogaardt;social
00001;Aalberse;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Aalberse;social
00826;van Limburg Stirum;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Limburg Stirum;social
01020;Passtoors;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Passtoors;social
00356;Duynstee;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Duynstee;social
01458;van Vlijmen;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Vlijmen;social
00574;van den Heuvel;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Heuvel;social
00072;Beckers;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Beckers;social
01152;Ruys de Beerenbrouck;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Ruijs de Beerenbrouck;social
01583;van Wijnbergen;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Wijnbergen;social
00153;Bolsius;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Bolsius;social
01094;Regout;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Regout;social
01340;Talma;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Talma;social
00995;Okma;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Okma;social
00019;van Alphen;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Alphen;social
01177;de Savornin Lobman;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Savornin Lohman;social
00977;van Nispen tot Sevenaer;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Nispen tot Sevenaer;social
01510;Wassenaer van Catwijck;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Wassenaer van Catwijck;social
00163;van der Borch van Verwolde;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Borch van Verwolde;social
00430;Fruytier;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Fruytier;social
00624;van Idsinga;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Idsinga;social
00293;van Dedem;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Dedem;social
00196;Brants;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Brants;social
00849;Lucasse;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Lucasse;social
00245;van Bylandt;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Bylandt;social
01454;van Vliet;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Vliet;social
01215;Schokking;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Schokking;social
01293;A.P. Staalman;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Staalman;social
00940;de Monté ver Loren;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Monté VerLoren;social
01583;van Wijnbergen;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Wijnbergen;social
01215;Schokking;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Schokking;social
00540;Heemskerk;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Heemskerk;social
01375;Treub;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Treub;social
00059;Bakker;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Bakker;social
01189;Schaper;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Schaper;social
00689;Ketelaar;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Ketelaar;social
01140;Rugge;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Rugge;social
00357;J.E.W. Duijs;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Duijs;social
00488;Groeneweg;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Groeneweg;social
00557;Helsdingen;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Helsdingen;social
00702;Kleerekoper;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Kleerekoper;social
01500;van der Waerden;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Waerden;social
01007;Ossendorp;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Ossendorp;social
00154;Bomans;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Bomans;social
00354;Duymaer van Twist;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Duymaer van Twist;social
