b1_nummer;politician;vote;law;date;house;pdc_naam;category;district;sum_industry;sum_services;sum_agriculture;industry;services;agriculture;total_pers_taxes;vermogen_tax;income_tax;catholics;geref;hervormd;catholic_pct;geref_pct;hervormd_pct
00322;van der Does de Willebois;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Does de Willebois;social;'s-Hertogenbosch;10950;9042;4361;0,449636595080688;0,3712821031486604;0,17906841043787664;136452;6509;9447;88504;207;4961;0,944828764198479831;2,20983858570331e-03;0,05296139721581689
00697;Kien;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Kien;social;Utrecht;22414;26504;8009;0,393732323853356;0,4655755035022937;0,14068682886339964;317440;7261;15929;37171;771;59433;0,381730423620025683;7,91784338896021e-03;0,61035173299101408
00974;van Nispen van Sevenaer;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Nispen van Sevenaer;social;Nijmegen;13594;8636;7991;0,449819661824559;0,2857573032244631;0,26441234586443557;150547;5276;7162;84760;121;18061;0,823376270132696098;1,17541916807523e-03;0,17544831069922870
01572;Wybenga;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Wybenga;social;Sneek;22029;12306;15176;0,444931429379330;0,2485485935028382;0,30651345032508842;178607;3230;6181;9509;4162;84167;0,097191275373576733;4,25397084977207e-02;0,86026901612870255
00954;van Naamen van Eemnes;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Naamen van Eemnes;social;Zwolle;22111;11555;13210;0,471691270586228;0,2464989275665086;0,28180300392193813;159177;5418;6856;21138;6237;72810;0,210989669112142536;6,22548285671508e-02;0,72675550232070674
01509;van Wasseneer van Catwijck;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Wassenaer van Catwijck;social;Leiden;13055;18243;3798;0,371979712787782;0,5197973172425127;0,10821471098149177;231177;4868;10095;32235;6876;67172;0,303294035734783529;6,46952005494764e-02;0,63201076371574005
00968;Nierstrasz;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Nierstrasz;social;Delft;12612;12518;2356;0,458851779087535;0,4554242533570220;0,08571351357741686;223825;6165;15251;31689;3503;74238;0,289582381431051805;3,20113314447592e-02;0,67840628712418893
00102;Bergsma;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Bergsma;social;Dokkum;13367;5038;11109;0,452903706715457;0,1706960320910193;0,37638968907935899;76265;1911;2912;904;4654;46789;0,017269375513400961;8,89067186276195e-02;0,89382390585897953
01148;Rutgers van Rozenburg;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Rutgers van Rozenburg;social;Haarlemmermeer;7778;5167;4785;0,438691483361534;0,2914197493873582;0,26987044357347773;52093;850;3233;10766;1228;15234;0,395401792272660479;4,51006317026590e-02;0,55949757602468042
01303;Stieltjes;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Stieltjes;social;Amsterdam;39841;103090;509;0,277753764640268;0,7186963216633506;0,00354849737938846;915409;146;1325;57938;1917;132003;0,301983758821628478;9,99176474267427e-03;0,68802447643569720
00931;Moens;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Moens;social;Sneek;22029;12306;15176;0,444931429379330;0,2485485935028382;0,30651345032508842;178607;3230;6181;9509;4162;84167;0,097191275373576733;4,25397084977207e-02;0,86026901612870255
00631;'s Jacob;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Jacob;social;Amsterdam;39841;103090;509;0,277753764640268;0,7186963216633506;0,00354849737938846;915409;146;1325;57938;1917;132003;0,301983758821628478;9,99176474267427e-03;0,68802447643569720
00674;Kappeyne van de Coppollo;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Kappeyne van de Coppello;social;Haarlem;10963;12390;4361;0,395576243054052;0,4470600834831405;0,15735250808474474;167500;1919;6585;27711;1304;29021;0,477479495485560679;2,24688124612310e-02;0,50005169205320832
00232;de Bruyn Kops;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Bruijn Kops;social;Alkmaar;8752;13420;2626;0,352931688039358;0,5411649732128598;0,10589181879499804;192005;4620;17879;34155;1466;63147;0,345810383930017839;1,48428640855338e-02;0,63934675198444846
00889;Mees;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Mees;social;Rotterdam;22492;53633;535;0,293399426037047;0,6996190285961200;0,00697877732775010;417461;66;440;34998;4180;63368;0,341290737815224399;4,07621945273341e-02;0,61794706765744156
01281;Smitz;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Smitz;social;Eindhoven;11286;2887;5531;0,572777101096224;0,1465142143733771;0,28069417880201408;70311;4807;8638;91155;50;2594;0,971812066226718785;5,33054723397904e-04;0,02765487904988326
01142;de Ruiter Zylker;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Ruiter Zijlker;social;Appingedam;27626;16315;19462;0,435720707222056;0,2573204403601682;0,30695372882096311;181239;7554;10258;4713;10675;88014;0,045579389180093230;1,03237848397516e-01;0,85118276242239033
00863;Mackay;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Mackay;social;Tiel;1364;2122;246;0,365487674169346;0,5685402480029704;0,06589990558631133;63235;5441;6377;18076;1046;32709;0,348748818274777661;2,01809727769096e-02;0,63107020894831278
00113;de Bieberstein Rogalla Zawadsky;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Bieberstein Rogalla Zawadsky;social;Maastricht;11171;8253;2275;0,514816350983916;0,3803310843513060;0,10483921625164523;122833;5704;20416;91682;1333;5617;0,929536053207883906;1,35148836077541e-02;0,05694906318436208
01272;Smidt;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Smidt;social;Assen;20430;10496;9475;0,505680552461573;0,2597922979155780;0,23451945451163797;106308;9060;8901;6988;11526;94937;0,061594873557747398;1,01594520982627e-01;0,83681060545962571
00765;van Kuyk;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Kuyk;social;Delft;12612;12518;2356;0,458851779087535;0,4554242533570220;0,08571351357741686;223825;6165;15251;31689;3503;74238;0,289582381431051805;3,20113314447592e-02;0,67840628712418893
01203;Schimmelpenninck;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Schimmelpenninck van der Oye;social;Deventer;9405;5500;4823;0,476733576642336;0,2787848283612968;0,24446549583427155;78201;1948;2897;9048;709;39745;0,182780493717425552;1,43226536301564e-02;0,80289685265241806
01601;van Zinnicq Bergmann;1;Kinderwetje 1874;1874-05-05;Tweede Kamer;Zinnicq Bergmann;social;'s-Hertogenbosch;10950;9042;4361;0,449636595080688;0,3712821031486604;0,17906841043787664;136452;6509;9447;88504;207;4961;0,944828764198479831;2,20983858570331e-03;0,05296139721581689
01414;Verheijen;0;Kinderwetje 1874;1874-05-05;Tweede Kamer;Verheijen;social;Tilburg;16723;6463;4186;0,610952798480199;0,2361119299560002;0,15292526897554304;113881;5179;8643;85114;547;14099;0,853187650360866079;5,48315958299920e-03;0,14132919005613473
00082;Begram;0;Kinderwetje 1874;1874-05-05;Tweede Kamer;Begram;social;Gorinchem;1494;2852;326;0,319777397260274;0,6104034261089726;0,06976350756059421;99736;8448;11173;10445;3556;38674;0,198291409587090656;6,75083056478405e-02;0,73420028476506882
00625;Idzerda;0;Kinderwetje 1874;1874-05-05;Tweede Kamer;Idzerda;social;Sneek;22029;12306;15176;0,444931429379330;0,2485485935028382;0,30651345032508842;178607;3230;6181;9509;4162;84167;0,097191275373576733;4,25397084977207e-02;0,86026901612870255
00766;Kuyper;0;Kinderwetje 1874;1874-05-05;Tweede Kamer;Kuyper;social;Gouda;15468;14320;6167;0,430204422194410;0,3982708569633182;0,17151600342737255;244681;13406;19545;29583;2816;88880;0,243925164290602653;2,32191888125727e-02;0,73285564689682470
00851;Luyben;0;Kinderwetje 1874;1874-05-05;Tweede Kamer;Luyben;social;Breda;14810;11525;7969;0,431728078358209;0,3359624229124520;0,23230007187037607;157902;4881;7334;83069;470;13147;0,859162650228574964;4,86109674616801e-03;0,13597625302525701
01166;Saaymans Vader;0;Kinderwetje 1874;1874-05-05;Tweede Kamer;Saaymans Vader;social;Goes;1511;1672;826;0,376901970566226;0,4170224054461504;0,20599562361014317;89821;9968;10292;12234;4130;37006;0,229229904440697019;7,73842982949222e-02;0,69338579726438077
00815;Lieftinck;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Lieftinck;social;Franeker;10577;5004;8016;0,448234945120142;0,2120568270847883;0,33969469434200383;72481;1195;2004;2333;6850;25901;0,066497548740166459;1,95245696043781e-01;0,73825675521605294
00500;Van Gijn;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Gijn;social;Dordrecht;8106;9709;1614;0,417211385042977;0,4997061874975243;0,08306777670985759;116515;536;2001;5798;5169;39905;0,113972322692247205;1,01607957225979e-01;0,78441972008177385
00486;Groen van Waarder;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Groen van Waarder;social;Amsterdam II;52355;114101;879;0,312875369767233;0,6818704195747474;0,00525290450112269;1203224;63;613;120033;22297;212234;0,338536907300233503;6,28856849539152e-02;0,59857740774585122
01269;Smeenge;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Smeenge;social;Meppel;5827;4794;2987;0,428203997648442;0,3522816836842114;0,21949064452489431;49190;2671;2321;976;9049;31405;0,023557808351436157;2,18416606323920e-01;0,75802558532464392
00562;Hennequin;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Hennequin;social;Oostburg;0;0;0;NA;NA;NA;61006;5209;7365;14822;3148;20703;0,383264810074211981;8,14004602694386e-02;0,53533472965634943
00071;De Beaufort;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Beaufort 2;social;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
00682;Kerdijk;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Kerdijk;social;Amsterdam;52355;114101;879;0,312875369767233;0,6818704195747474;0,00525290450112269;1203224;63;613;120033;22297;212234;0,338536907300233503;6,28856849539152e-02;0,59857740774585122
00188;Bouman;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Bouman;social;Harlingen;8403;5769;5207;0,433613705557562;0,2976867185592069;0,26868277579710548;73904;873;1849;5731;7691;23741;0,154212523208567653;2,06953152328929e-01;0,63883432446250299
00413;Fokker;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Fokker;social;Alkmaar;2733;4152;384;0,375980189847297;0,5711631935553794;0,05282019145758026;117620;3877;9127;21062;1638;25180;0,439891395154553055;3,42105263157895e-02;0,52589807852965753
01067;Pijnacker Hordijk;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Pijnacker Hordijk;social;'s-Gravenhage III;24192;49146;3829;0,313501885521013;0,6368758710098046;0,04961904496952533;525337;130;666;63164;7822;111627;0,345889942118031035;4,28337522520302e-02;0,61127630562993873
00525;Hartogh;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Hartogh;social;Amsterdam III;52355;114101;879;0,312875369767233;0,6818704195747474;0,00525290450112269;1203224;63;613;120033;22297;212234;0,338536907300233503;6,28856849539152e-02;0,59857740774585122
01075;van Raalte;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Raalte;social;Rotterdam V;35562;77919;1307;0,309805903056069;0,6788060572697183;0,01138610955462167;511721;66;440;84898;19902;181041;0,297011275499316052;6,96261208154184e-02;0,63336260368526553
01191;Schepel;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Schepel;social;Appingedam;1267;1406;746;0,370576191868968;0,4111867867699362;0,21814257508357257;89280;4007;5185;1426;11366;30045;0,033288979153535493;2,65331372411700e-01;0,70137964843476430
00727;Kolkman;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Kolkman;social;Rheden;5075;2786;2648;0,482919402416976;0,2650939176899500;0,25195656419582202;78697;1748;3344;31457;1729;15265;0,649253885368723083;3,56855379661927e-02;0,31506057666508430
00802;Lely;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Lely;social;Lochem;1923;443;1510;0,496130030959752;0,1142784579528168;0,38951554086875395;51769;3198;4448;12209;505;29080;0,292123271282959285;1,20830741254726e-02;0,69579365459156817
00469;Goeman Borgesius;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Goeman Borgesius;social;Zutphen;9106;6559;2376;0,504739205143839;0,3635506070481441;0,13169367838372203;100577;1504;3403;13417;1480;39010;0,248891609623982046;2,74546904854657e-02;0,72365369989055228
00704;De Klerk;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Klerk;social;Rotterdam II;35562;77919;1307;0,309805903056069;0,6788060572697183;0,01138610955462167;511721;66;440;84898;19902;181041;0,297011275499316052;6,96261208154184e-02;0,63336260368526553
00553;Heldt;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Heldt;social;Amsterdam VII;52355;114101;879;0,312875369767233;0,6818704195747474;0,00525290450112269;1203224;63;613;120033;22297;212234;0,338536907300233503;6,28856849539152e-02;0,59857740774585122
01391;Veegens;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Veegens;social;Hoogezand;5455;2097;3476;0,494649981864345;0,1901438107877622;0,31517810736203289;55623;1643;2311;1938;7141;26474;0,054510167918319127;2,00855061457542e-01;0,74463477062413863
01384;Tijdeman;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Tydeman;social;Tiel;1826;2073;412;0,423567617722106;0,4808156673749029;0,09554942859983154;60458;3748;3829;5776;1181;38703;0,126500219010074466;2,58650897941305e-02;0,84763469119579504
01113;Rink;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Rink;social;Arnhem;7583;13136;1247;0,345215332787035;0,5980057160729181;0,05676711536292027;211668;112;559;22781;1880;26288;0,447133407917721659;3,68996447427820e-02;0,51596694733949633
01339;Tak van Poortvliet;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Tak van Poortvliet;social;Beverwijk;3446;3565;1879;0,387626546681665;0,4009948890591583;0,21134233193551813;82797;1763;7853;21879;1442;21492;0,488228862160533794;3,21781625867494e-02;0,47959297525271682
00264;Conrad;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Conrad;social;'s-Gravenhage II;24192;49146;3829;0,313501885521013;0,6368758710098046;0,04961904496952533;525337;130;666;63164;7822;111627;0,345889942118031035;4,28337522520302e-02;0,61127630562993873
00468;Goekoop;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Goekoop;social;Brielle;0;0;0;NA;NA;NA;60728;4651;8620;2011;6388;35293;0,046026732582623818;1,46205254966584e-01;0,80776801245079188
00684;van Kerkwijk;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Kerkwijk;social;Zierikzee;1136;1354;465;0,384433164128596;0,4581468267904371;0,15731554959920382;72131;7190;8143;2589;4732;36051;0,059692889421746748;1,09102646868948e-01;0,83120446370930556
01609;Zijlma;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Zijlma;social;Zuidhorn;2986;1000;2452;0,463808636222429;0,1553165521655417;0,38082699913209367;71785;4426;5148;1422;15459;24412;0,034436829486837961;3,74373380476110e-01;0,59118979003705230
01385;Tijdens;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Tijdens;social;Winschoten;3074;2556;1519;0,429990208420758;0,3575110188505374;0,21245386659942850;73652;2868;3739;703;4241;39112;0,015956963864172870;9,62638460141638e-02;0,88777919012166329
01179;Schaafsma;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Schaafsma;social;Dokkum;9146;3369;7891;0,448201509359992;0,1650948742638522;0,38668836839273130;55594;1403;2442;887;15358;21350;0,023593562973799706;4,08511770182205e-01;0,56789466684399525
00609;Houwing;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Houwing;social;Weststellingwerf;7880;3092;5762;0,470897573801841;0,1847683155879332;0,34431542034921037;41045;1449;1690;2416;5267;32355;0,060342674459263702;1,31550027473900e-01;0,80810729806683645
00348;Drucker;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Drucker;social;Groningen;7845;17281;519;0,305907584324430;0,6738465145346280;0,02023708998354999;156159;136;562;8484;5226;40242;0,157250889679715289;9,68638790035587e-02;0,74588523131672602
01180;Schaepman;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Schaepman;social;Almelo;13047;4527;5467;0,566251464780175;0,1964710189660919;0,23726483367808479;41091;1356;1890;23934;3314;21482;0,491155345782885278;6,80073876462138e-02;0,44083726657090089
00731;Kool;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Kool;social;Enkhuizen;1063;1078;846;0,355875460328088;0,3608542286023719;0,28315937437886962;90362;6144;9738;16850;4568;20302;0,403883029721955888;1,09491850431448e-01;0,48662511984659634
00404;Ferf;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Ferf;social;Hoorn;3402;4742;1451;0,354559666492965;0,4941974755089006;0,15121122026022443;101901;3306;8711;13461;1330;23509;0,351462140992167105;3,47258485639687e-02;0,61381201044386424
00144;de Boer;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Boer;social;Zaandam;4397;5264;465;0,434228718151294;0,5198275998348473;0,04591706424400106;76592;1708;7072;6923;3581;31882;0,163332232340867273;8,44854433067522e-02;0,75218232435238053
01551;Willinge;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Willinge;social;Assen;3979;4169;2073;0,389296546326191;0,4078701905433395;0,20280191107155074;54898;3083;3662;2439;4416;39561;0,052546535677352638;9,51396070320579e-02;0,85231385729058950
01069;Pyttersen;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Pyttersen;social;Leeuwarden;7567;10928;3173;0,349224663097656;0,5043300662498856;0,14643137404505072;119001;455;1622;6287;4536;29702;0,155138803207896359;1,11930906847625e-01;0,73293028994447873
00889;Mees;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Mees;social;Rotterdam IV;35562;77919;1307;0,309805903056069;0,6788060572697183;0,01138610955462167;511721;66;440;84898;19902;181041;0,297011275499316052;6,96261208154184e-02;0,63336260368526553
00714;Knijff;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Knijff;social;Bodegraven;778;1055;233;0,376573088092933;0,5105555365561260;0,11272991000483089;88191;4611;6614;10804;6480;27211;0,242813799303292499;1,45634340937184e-01;0,61155185975952353
00297;van Deinse;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Deinse;social;Hontenisse;1808;443;1447;0,488912925905895;0,1197786475583995;0,39122819434689005;55929;6809;6813;26465;3288;14645;0,596085409252669063;7,40573899725213e-02;0,32985720077480968
00243;C.J.E. Van Bylandt;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Bylandt;social;Gouda;3846;4349;287;0,453430794623909;0,5127054378172510;0,03383250568149338;76612;2080;4236;9131;4600;36775;0,180790401140458551;9,10782877281907e-02;0,72813131113135077
00438;Geertsema;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Geertsema;social;Amsterdam VI;52355;114101;879;0,312875369767233;0,6818704195747474;0,00525290450112269;1203224;63;613;120033;22297;212234;0,338536907300233503;6,28856849539152e-02;0,59857740774585122
01101;Rethaan Macaré;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Rethaan Macaré;social;Haarlem;8511;14507;840;0,356735686143013;0,6080469061937175;0,03520689215371447;125812;98;615;24373;2108;27648;0,450276192059709202;3,89440041382623e-02;0,51077980380202848
00461;Van Gilse;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Gilse;social;Sneek;6975;5835;4170;0,410777385159011;0,3436312629003750;0,24557212828402239;80803;1730;3100;6362;7742;26668;0,156038457765132921;1,89885215343863e-01;0,65407632689100359
01120;Roessingh;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Roessingh;social;Emmen;10357;1547;4751;0,621855298709096;0,0928815515529880;0,28524744059698359;27624;2491;2114;6337;7886;41752;0,113211255024564542;1,40884323358642e-01;0,74590442161679316
01411;Verhey;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Verheij;social;Rotterdam III;35562;77919;1307;0,309805903056069;0,6788060572697183;0,01138610955462167;511721;66;440;84898;19902;181041;0,297011275499316052;6,96261208154184e-02;0,63336260368526553
00689;Ketelaar;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Ketelaar;social;Amsterdam V;52355;114101;879;0,312875369767233;0,6818704195747474;0,00525290450112269;1203224;63;613;120033;22297;212234;0,338536907300233503;6,28856849539152e-02;0,59857740774585122
00983;Nolting;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Nolting;social;Amsterdam VIII;52355;114101;879;0,312875369767233;0,6818704195747474;0,00525290450112269;1203224;63;613;120033;22297;212234;0,338536907300233503;6,28856849539152e-02;0,59857740774585122
00893;Meesters;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Meesters;social;Steenwijk;4616;1705;3215;0,484060402684564;0,1787870654636217;0,33712002315920586;40771;3551;3874;2191;6697;29876;0,056521514807553401;1,72763388711175e-01;0,77071509648127123
