"achternaam","voornaam","tussenvoegsel","jaar","maand","dag","type verkiezing","districtsnaam","aantal stemmen","omvang_electoraat","zetels","drempel"
"Storm","L.D. ",,"1852","6","8","periodiek","Breda","1023","3376","1.0","788.0"
"Storm","L.D. ",,"1853","6","17","tussentijds","Breda","1244","3412","1.0","1072.0"
"Storm","L.D. ",,"1856","6","10","periodiek","Breda","1139","3492","1.0","710.0"
"Storm van 's Gravesande","C.M. ",,"1848","11","30","algemeen","Deventer","397","849","1.0","370.0"
"Storm van 's Gravesande","C.M. ",,"1848","11","30","algemeen","Enschede","261","532","1.0","243.0"
"Storm van 's Gravesande","C.M. ",,"1850","8","27","algemeen","Deventer","679","1019","1.0","436.0"
"Storm van 's Gravesande","C.M. ",,"1853","5","31","herstemming","Deventer","542","1362","1.0","531.0"
"Storm van 's Gravesande","C.M. ",,"1856","10","31","tussentijds","Steenwijk","384","1522","1.0","344.0"
"Storm van 's Gravesande","C.M. ",,"1860","6","12","periodiek","Steenwijk","318","1365","1.0","283.0"
"Storm van 's Gravesande","C.M. ",,"1864","6","14","periodiek","Steenwijk","288","1419","1.0","265.0"
"Storm van 's Gravesande","C.M. ",,"1866","10","30","algemeen","Steenwijk","506","1455","1.0","422.0"
"Storm van 's Gravesande","C.M. ",,"1868","1","22","algemeen","Steenwijk","513","1449","1.0","432.0"
"Storm van 's Gravesande","C.M. ",,"1871","6","13","periodiek","Steenwijk","523","1416","1.0","335.0"
"Storm van 's Gravesande","C.M. ",,"1875","6","8","periodiek","Steenwijk","664","1511","1.0","561.0"
"Straetmans","W.G. ",,"1882","7","18","tussentijds","Maastricht","1490","2717","1.0","1011.0"
"Straetmans","W.G. ",,"1884","10","28","algemeen","Maastricht","1026","2675","2.0","528.0"
"Strens","M.P.H. ",,"1853","5","17","algemeen","Roermond","705","1428","2.0","513.0"
"Strens","M.P.H. ",,"1856","6","10","periodiek","Roermond","733","1551","1.0","372.0"
"Strens","M.P.H. ",,"1860","6","26","herstemming","Roermond","723","1596","1.0","647.0"
"Stuers","V.E.L. de",,"1901","6","14","algemeen","Weert","2270","6104","1.0","1651.0"
"Styrum","F.W. van",,"1900","5","18","herstemming","Haarlem","1852","5840","1.0","1680.0"
"Styrum","F.W. van",,"1901","6","27","herstemming","Haarlem","3135","7133","1.0","2483.0"
"Styrum","F.W. van",,"1905","6","28","herstemming","Haarlem","4040","8665","1.0","3815.0"
"Swieten","J. van",,"1864","6","28","herstemming","Amsterdam","1331","4441","2.0","1258.0"
"Swinderen","J.H.F.K. van",,"1878","9","17","tussentijds","Dokkum","1058","2784","1.0","943.0"
"Sypesteyn","C.A. van",,"1867","7","2","tussentijds","Den Haag","638","2221","1.0","401.0"
"Sypesteyn","C.A. van",,"1868","1","22","algemeen","Den Haag","1015","2221","2.0","630.0"
"Sypesteyn","C.A. van",,"1869","6","8","periodiek","Den Haag","801","2032","1.0","664.0"
"Taets van Amerongen","P.H. baron van",,"1850","9","10","herstemming","Leiden","1083","2646","1.0","975.0"
"Taets van Amerongen","P.H. baron van",,"1853","5","17","algemeen","Leiden","1349","2693","1.0","1099.0"
"Taets van Amerongen","P.H. baron van",,"1854","6","13","periodiek","Leiden","1034","2693","1.0","811.0"
"Taets van Amerongen","P.H. baron van",,"1858","6","8","periodiek","Leiden","571","2848","1.0","543.0"
"Taets van Amerongen","P.H. baron van",,"1862","6","24","herstemming","Leiden","702","2604","1.0","653.0"
"Taets van Amerongen","P.H. baron van",,"1866","6","12","periodiek","Leiden","908","2643","1.0","682.0"
"Taets van Amerongen","P.H. baron van",,"1866","10","30","algemeen","Leiden","1040","2643","2.0","935.0"
"Taets van Amerongen","P.H. baron van",,"1868","2","4","herstemming","Leiden","1016","2655","1.0","755.0"
"Taets van Amerongen","P.H. baron van",,"1869","6","22","herstemming","Leiden","1230","2704","1.0","1033.0"
"Tak","P.L. ",,"1905","6","28","herstemming","Franeker","3943","7669","1.0","3561.0"
"Tak van Poortvliet","J.P.R. ",,"1870","10","11","tussentijds","Middelburg","667","2810","1.0","643.0"
"Tak van Poortvliet","J.P.R. ",,"1871","6","13","periodiek","Middelburg","934","2812","1.0","863.0"
"Tak van Poortvliet","J.P.R. ",,"1875","7","20","tussentijds","Zutphen","1519","3112","1.0","1412.0"
"Tak van Poortvliet","J.P.R. ",,"1880","1","13","tussentijds","Amsterdam","952","4760","1.0","759.0"
"Tak van Poortvliet","J.P.R. ",,"1881","6","14","periodiek","Amsterdam","1478","4993","4.0","1079.0"
"Tak van Poortvliet","J.P.R. ",,"1888","3","6","algemeen","Amsterdam","8979","20887","9.0","7788.0"
"Tak van Poortvliet","J.P.R. ",,"1891","6","9","algemeen","Amsterdam","7234","22531","9.0","6626.0"
"Tak van Poortvliet","J.P.R. ",,"1894","4","10","algemeen","Amsterdam","5506","23112","9.0","4556.0"
"Tak van Poortvliet","J.P.R. ",,"1897","6","25","herstemming","Amsterdam IX","2309","5215","1.0","1833.0"
"Tak van Poortvliet","J.P.R. ",,"1897","6","25","herstemming","Beverwijk","3246","6719","1.0","3192.0"
"Talma","A.S. ",,"1901","6","14","algemeen","Tietjerksteradeel","3025","6234","1.0","2723.0"
"Talma","A.S. ",,"1905","6","16","algemeen","Tietjerksteradeel","3851","7880","1.0","3618.0"
"Teding van Berkhout","J.J. ",,"1873","6","24","herstemming","Gorinchem","1325","3230","1.0","1187.0"
"Teding van Berkhout","J.J. ",,"1877","6","12","periodiek","Gorinchem","1059","3496","1.0","1053.0"
"Teenstra","E.M. ",,"1909","6","23","herstemming","Zuidhorn","4154","8647","1.0","3879.0"
"Teenstra","E.M. ",,"1913","6","25","herstemming","Zuidhorn","4783","9324","1.0","4114.0"
"Teenstra","E.M. ",,"1917","6","15","algemeen","Zuidhorn","3405","9908","1.0","1929.0"
"Tempel","J. van den",,"1915","10","28","tussentijds","Amsterdam IX","7121","24967","1.0","6720.0"
"Tempel","J. van den",,"1917","6","15","algemeen","Amsterdam IX","5880","27317","1.0","4720.0"
"Tex","C.J. den",,"1901","6","27","herstemming","Amsterdam VI","1936","5148","1.0","1746.0"
"Thomassen à Thuessink van der Hoop","A.J. ",,"1879","6","24","herstemming","Steenwijk","711","1539","1.0","678.0"
"Thomassen à Thuessink van der Hoop","G.H. ",,"1882","4","11","tussentijds","Steenwijk","718","1591","1.0","672.0"
"Thomassen à Thuessink van der Hoop","G.H. ",,"1883","6","12","periodiek","Steenwijk","772","1646","1.0","717.0"
"Thomassen à Thuessink van der Hoop","G.H. ",,"1884","10","28","algemeen","Steenwijk","719","1631","1.0","650.0"
"Thomson","L.W.J.K. ",,"1905","6","28","herstemming","Leeuwarden","3529","7553","1.0","3231.0"
"Thomson","L.W.J.K. ",,"1909","6","23","herstemming","Leeuwarden","3674","8026","1.0","3207.0"
"Thorbecke","J.R. ",,"1848","11","30","algemeen","Leiden","217","468","1.0","211.0"
"Thorbecke","J.R. ",,"1848","12","13","herstemming","Zutphen","450","791","1.0","349.0"
"Thorbecke","J.R. ",,"1853","5","17","algemeen","Maastricht","808","1829","2.0","504.0"
"Thorbecke","J.R. ",,"1853","5","17","algemeen","Breda","1582","3412","2.0","1135.0"
"Thorbecke","J.R. ",,"1856","6","10","periodiek","Deventer","553","1392","1.0","538.0"
"Thorbecke","J.R. ",,"1856","6","10","periodiek","Maastricht","803","1945","1.0","412.0"
"Thorbecke","J.R. ",,"1860","6","12","periodiek","Deventer","403","1405","1.0","239.0"
"Thorbecke","J.R. ",,"1866","3","1","tussentijds","Groningen","520","1463","1.0","376.0"
"Thorbecke","J.R. ",,"1866","3","1","tussentijds","Zutphen","905","2763","1.0","800.0"
"Thorbecke","J.R. ",,"1866","10","30","algemeen","Groningen","563","1463","1.0","446.0"
"Thorbecke","J.R. ",,"1866","11","13","herstemming","Assen","807","2247","2.0","729.0"
"Thorbecke","J.R. ",,"1868","1","22","algemeen","Assen","1012","2344","2.0","731.0"
"Tienhoven","G. van",,"1878","3","12","herstemming","Amsterdam","866","4602","1.0","852.0"
"Tijdens","B.L. ",,"1891","6","23","herstemming","Winschoten","1514","3076","1.0","1265.0"
"Tijdens","B.L. ",,"1894","4","10","algemeen","Winschoten","995","3020","1.0","555.0"
"Tijdens","B.L. ",,"1897","8","3","herstemming","Winschoten","2233","6090","1.0","2201.0"
"Tour van Bellinchave","M.W. baron van",,"1879","6","24","herstemming","Utrecht","975","2751","1.0","973.0"
"Travaglino","J.A.N. ",,"1888","4","10","tussentijds","Druten","1501","2947","1.0","932.0"
"Travaglino","J.A.N. ",,"1891","6","9","algemeen","Druten","1081","2917","1.0","670.0"
"Travaglino","J.A.N. ",,"1894","4","10","algemeen","Druten","934","2961","1.0","670.0"
"Travaglino","J.A.N. ",,"1897","6","15","algemeen","Druten","2841","5783","1.0","2103.0"
"Treub","M.W.F. ",,"1891","6","23","herstemming","Schoterland","1114","2861","1.0","1017.0"
"Treub","M.W.F. ",,"1894","4","24","herstemming","Amsterdam","5205","23112","4.0","5187.0"
"Treub","M.W.F. ",,"1904","10","11","herstemming","Assen","2521","6416","1.0","2161.0"
"Treub","M.W.F. ",,"1905","6","16","algemeen","Assen","2869","6898","1.0","2102.0"
"Treub","M.W.F. ",,"1909","6","23","herstemming","Assen","3343","7772","1.0","2408.0"
"Troelstra","P.J. ",,"1897","6","25","herstemming","Tietjerksteradeel","2672","5968","1.0","2552.0"
"Troelstra","P.J. ",,"1897","6","25","herstemming","Leeuwarden","1872","5366","1.0","1838.0"
"Troelstra","P.J. ",,"1897","6","25","herstemming","Winschoten","2276","6090","1.0","1941.0"
"Troelstra","P.J. ",,"1902","12","9","herstemming","Amsterdam III","3397","7735","1.0","2996.0"
"Troelstra","P.J. ",,"1905","6","28","herstemming","Amsterdam III","4564","10163","1.0","4014.0"
"Troelstra","P.J. ",,"1909","6","23","herstemming","Amsterdam III","5691","13120","1.0","5058.0"
"Troelstra","P.J. ",,"1913","6","17","algemeen","Amsterdam III","7309","16516","1.0","6393.0"
"Troelstra","P.J. ",,"1913","6","25","herstemming","Leeuwarden","3851","9228","1.0","3427.0"
"Troelstra","P.J. ",,"1917","6","15","algemeen","Leeuwarden","4266","10116","1.0","2440.0"
"Truijen","P.J. ",,"1894","4","10","algemeen","Weert","851","1848","1.0","457.0"
"Tutein Nolthenius","P.M. ",,"1855","4","17","herstemming","Hoorn","1163","3425","1.0","1089.0"
"Tutein Nolthenius","P.M. ",,"1856","6","10","periodiek","Hoorn","816","3640","1.0","669.0"
"Tutein Nolthenius","P.M. ",,"1860","4","3","herstemming","Hoorn","773","3786","1.0","734.0"
"Tutein Nolthenius","P.M. ",,"1860","6","12","periodiek","Hoorn","641","3786","1.0","491.0"
"Tydeman jr.","M. ",,"1891","12","8","tussentijds","Tiel","1547","2894","1.0","1164.0"
"Tydeman jr.","M. ",,"1894","4","10","algemeen","Tiel","1054","2879","1.0","626.0"
"Tydeman jr.","M. ",,"1897","6","15","algemeen","Tiel","3121","5903","1.0","2402.0"
"Tydeman jr.","M. ",,"1901","6","14","algemeen","Tiel","2621","5639","1.0","1827.0"
"Tydeman jr.","M. ",,"1905","6","16","algemeen","Tiel","2666","5935","1.0","2198.0"
"Tydeman jr.","M. ",,"1909","6","11","algemeen","Tiel","2634","6267","1.0","2126.0"
"Tydeman jr.","M. ",,"1913","6","17","algemeen","Tiel","3279","6816","1.0","2916.0"
"Valette","T.G.G. ",,"1893","6","13","herstemming","Gouda","1132","2992","1.0","1066.0"
"Veegens","J.D. ",,"1888","3","20","herstemming","Groningen","3738","6360","1.0","2789.0"
"Veegens","J.D. ",,"1891","6","9","algemeen","Groningen","2387","6021","2.0","1929.0"
"Veegens","J.D. ",,"1894","4","10","algemeen","Groningen","2123","6026","2.0","1662.0"
"Veegens","J.D. ",,"1897","6","25","herstemming","Hoogezand","2800","5334","1.0","2178.0"
"Veen","P. van der",,"1850","9","14","herstemming","Assen","825","2416","1.0","674.0"
"Veen","P. van der",,"1852","6","8","periodiek","Assen","671","2426","1.0","410.0"
"Veen","P. van der",,"1853","5","31","herstemming","Assen","655","2351","1.0","531.0"
"Veen","P. van der",,"1854","6","13","periodiek","Assen","479","2351","1.0","382.0"
"Veen","P. van der",,"1858","6","8","periodiek","Assen","540","2517","1.0","347.0"
"Veen","P. van der",,"1862","6","10","periodiek","Assen","541","2413","1.0","314.0"
"Veen","P. van der",,"1866","6","26","herstemming","Assen","637","2247","1.0","560.0"
"Veen","R. van",,"1901","6","14","algemeen","Dokkum","2836","5872","1.0","2457.0"
"Veen","R. van",,"1905","6","16","algemeen","Dokkum","3556","7199","1.0","3254.0"
"Veen","R. van",,"1909","6","11","algemeen","Dokkum","3676","7597","1.0","3231.0"
"Veen","R. van",,"1913","6","17","algemeen","Dokkum","4096","8144","1.0","3812.0"
"Vegilin van Claerbergen","P.B.J. ",,"1855","12","18","herstemming","Sneek","777","2741","1.0","655.0"
"Velde","H.A. van de",,"1890","4","22","tussentijds","Delft","1393","3142","1.0","1336.0"
"Velde","H.A. van de",,"1891","6","23","herstemming","Delft","1459","3205","1.0","1444.0"
"Velde","H.A. van de",,"1897","6","25","herstemming","Delft","2327","5119","1.0","2192.0"
"Velde","H.A. van de",,"1901","6","14","algemeen","Delft","2464","5661","1.0","2109.0"
"Velde","H.A. van de",,"1905","6","16","algemeen","Delft","3386","6669","1.0","2999.0"
"Velde","H.A. van de",,"1909","6","11","algemeen","Delft","3828","7438","1.0","2973.0"
"Velde","H.A. van de",,"1913","6","17","algemeen","Delft","4029","8453","1.0","3480.0"
"Velzen jr.","S. van",,"1888","3","20","herstemming","Bodegraven","2017","3896","1.0","1736.0"
"Velzen jr.","S. van",,"1891","6","23","herstemming","Bodegraven","1790","3972","1.0","1786.0"
"Vening Meinesz","S.A. ",,"1875","6","8","periodiek","Amsterdam","1354","4178","3.0","1210.0"
"Vening Meinesz","S.A. ",,"1879","6","10","periodiek","Amsterdam","1041","4760","3.0","874.0"
"Verhey","J.B. ",,"1897","6","25","herstemming","Rotterdam III","1798","3222","1.0","1362.0"
"Verhey","J.B. ",,"1901","6","14","algemeen","Rotterdam III","1324","3676","1.0","1275.0"
"Verhey","J.B. ",,"1905","6","16","algemeen","Rotterdam III","2093","4600","1.0","1925.0"
"Verhey","J.B. ",,"1909","6","23","herstemming","Rotterdam III","2539","5628","1.0","2325.0"
"Verheyen","J.B.A.J.M. ",,"1866","10","30","algemeen","Tilburg","1214","3095","2.0","1128.0"
"Verheyen","J.B.A.J.M. ",,"1868","1","22","algemeen","Tilburg","1285","3199","2.0","870.0"
"Verheyen","J.B.A.J.M. ",,"1869","6","8","periodiek","Tilburg","1298","3152","1.0","794.0"
"Verheyen","J.B.A.J.M. ",,"1873","6","10","periodiek","Tilburg","1263","3474","1.0","702.0"
"Verheyen","J.B.A.J.M. ",,"1877","6","12","periodiek","Tilburg","988","3771","1.0","542.0"
"Vermeulen","P.J.F. ",,"1880","6","8","tussentijds","Eindhoven","1146","2463","1.0","766.0"
"Vermeulen","P.J.F. ",,"1883","6","12","periodiek","Eindhoven","1019","2610","1.0","523.0"
"Vermeulen","P.J.F. ",,"1884","10","28","algemeen","Eindhoven","1165","2682","2.0","610.0"
"Vermeulen","P.J.F. ",,"1886","6","15","algemeen","Eindhoven","1587","2886","2.0","888.0"
"Vermeulen","P.J.F. ",,"1887","9","1","algemeen","Eindhoven","1260","2914","2.0","651.0"
"Vermeulen","P.J.F. ",,"1888","3","6","algemeen","Helmond","1343","2580","1.0","726.0"
"Vermeulen","P.J.F. ",,"1891","6","9","algemeen","Helmond","1689","2679","1.0","904.0"
"Vermeulen","P.J.F. ",,"1894","4","10","algemeen","Helmond","1156","2664","1.0","601.0"
"Verniers van der Loeff","H.C. ",,"1876","3","7","tussentijds","Rotterdam","685","2819","1.0","380.0"
"Verniers van der Loeff","H.C. ",,"1877","6","12","periodiek","Rotterdam","1017","2924","1.0","721.0"
"Verniers van der Loeff","H.C. ",,"1884","2","12","tussentijds","Rotterdam","1076","3732","1.0","1038.0"
"Verniers van der Loeff","H.C. ",,"1884","10","28","algemeen","Rotterdam","1514","3715","4.0","1241.0"
"Verniers van der Loeff","H.C. ",,"1886","6","15","algemeen","Rotterdam","1475","3768","4.0","1127.0"
"Verniers van der Loeff","H.C. ",,"1887","9","1","algemeen","Rotterdam","1001","3755","4.0","810.0"
"Verniers van der Loeff","H.C. ",,"1888","3","6","algemeen","Rotterdam","3504","8373","5.0","2613.0"
"Verweij","S.A. ",,"1852","6","22","herstemming","Leeuwarden","927","2963","1.0","897.0"
"Verweij Mejan","G.W. ",,"1848","12","12","herstemming","Leiderdorp","520","999","1.0","363.0"
"Villers de Pité","L.L.G.M. de",,"1849","1","29","tussentijds","Heerlen","200","759","1.0","194.0"
"Viruly Verbrugge","W.A. ",,"1863","3","3","tussentijds","Rotterdam","1058","3030","1.0","825.0"
"Viruly Verbrugge","W.A. ",,"1866","6","12","periodiek","Rotterdam","1090","2935","1.0","833.0"
"Viruly Verbrugge","W.A. ",,"1866","10","30","algemeen","Rotterdam","1370","2935","3.0","1109.0"
"Viruly Verbrugge","W.A. ",,"1868","1","22","algemeen","Rotterdam","1314","2994","3.0","1153.0"
"Viruly Verbrugge","W.A. ",,"1869","6","8","periodiek","Rotterdam","1127","2515","2.0","771.0"
"Viruly Verbrugge","W.A. ",,"1873","6","10","periodiek","Rotterdam","820","2666","2.0","632.0"
"Viruly Verbrugge","W.A. ",,"1877","6","12","periodiek","Rotterdam","1010","2924","1.0","721.0"
"Viruly Verbrugge","W.A. ",,"1881","6","14","periodiek","Rotterdam","986","3642","1.0","969.0"
"Viruly Verbrugge","W.A. ",,"1884","10","28","algemeen","Rotterdam","1510","3715","4.0","1241.0"
"Viruly Verbrugge","W.A. ",,"1886","6","15","algemeen","Rotterdam","1466","3768","4.0","1127.0"
"Viruly Verbrugge","W.A. ",,"1887","9","1","algemeen","Rotterdam","992","3755","4.0","810.0"
"Viruly Verbrugge","W.A. ",,"1888","3","6","algemeen","Rotterdam","3462","8373","5.0","2613.0"
"Viruly Verbrugge","W.A. ",,"1891","6","9","algemeen","Rotterdam","2712","8318","5.0","2285.0"
"Viruly Verbrugge","W.A. ",,"1894","4","10","algemeen","Rotterdam","3435","8422","5.0","2487.0"
"Visser","J.T. de",,"1897","6","25","herstemming","Rotterdam I","1460","3208","1.0","1379.0"
"Visser","J.T. de",,"1901","6","27","herstemming","Amsterdam II","929","2475","1.0","856.0"
"Visser","J.T. de",,"1906","10","26","tussentijds","Leiden","2757","5967","1.0","2591.0"
"Visser","J.T. de",,"1909","6","11","algemeen","Harlingen","3728","7480","1.0","3149.0"
"Visser","J.T. de",,"1909","6","11","algemeen","Leiden","2976","6760","1.0","2774.0"
"Visser","J.T. de",,"1914","6","12","tussentijds","Katwijk","6176","10505","1.0","3687.0"
"Visser","J.T. de",,"1917","6","15","algemeen","Katwijk","4290","11414","1.0","2496.0"
"Visser van Hazerswoude","D. ",,"1886","6","15","algemeen","Hoorn","1958","4405","2.0","1588.0"
"Visser van Hazerswoude","D. ",,"1887","9","1","algemeen","Hoorn","1385","4299","2.0","1141.0"
"Visser van Hazerswoude","D. ",,"1888","3","6","algemeen","Enkhuizen","2150","4283","1.0","1951.0"
"Visser van Yzendoorn","A.C. ",,"1913","6","25","herstemming","Gorinchem","4262","8944","1.0","4124.0"
"Vlam","J.J.J. de",,"1918","4","13","tussentijds","Eindhoven","5764","10059","1.0","3233.0"
"Vliegen","W.H. ",,"1909","6","23","herstemming","Amsterdam IX","7542","18434","1.0","6896.0"
"Vliegen","W.H. ",,"1913","6","25","herstemming","Amsterdam IX","11038","22557","1.0","8594.0"
"Vliet","P. van",,"1901","6","14","algemeen","Doetinchem","4354","8841","1.0","3878.0"
"Vliet","P. van",,"1905","6","16","algemeen","Doetinchem","5858","10819","1.0","5164.0"
"Vliet","P. van",,"1909","6","11","algemeen","Doetinchem","6181","11594","1.0","5056.0"
"Vliet","P. van",,"1913","6","17","algemeen","Doetinchem","6078","12706","1.0","6005.0"
"Vlijmen","B.R.F. van",,"1888","3","6","algemeen","Veghel","1747","3365","1.0","1069.0"
"Vlijmen","B.R.F. van",,"1891","6","9","algemeen","Veghel","1546","3459","1.0","826.0"
"Vlijmen","B.R.F. van",,"1892","12","6","tussentijds","Veghel","1054","3439","1.0","615.0"
"Vlijmen","B.R.F. van",,"1894","4","10","algemeen","Veghel","1244","3402","1.0","638.0"
"Vlijmen","B.R.F. van",,"1895","9","24","tussentijds","Veghel","803","3414","1.0","424.0"
"Vlugt","W. van der",,"1902","12","2","herstemming","Leiden","2087","4729","1.0","2082.0"
"Vlugt","W. van der",,"1905","6","28","herstemming","Leiden","2910","6075","1.0","2809.0"
"Vlugt","W. de",,"1909","6","11","algemeen","Amsterdam VIII","1790","4655","1.0","1705.0"
"Vollenhoven","J. van",,"1913","6","25","herstemming","Rotterdam IV","8913","17817","1.0","7223.0"
"Vollenhoven","J. van",,"1917","6","15","algemeen","Rotterdam IV","4759","25099","1.0","3574.0"
"Voorst","W.H. van",,"1848","11","30","algemeen","Haarlem","449","626","1.0","262.0"
"Voorst","W.H. van",,"1850","8","27","algemeen","Haarlem","543","1263","1.0","380.0"
"Voorst","W.H. van",,"1852","6","8","periodiek","Haarlem","418","1307","1.0","377.0"
