"achternaam","voornaam","tussenvoegsel","jaar","maand","dag","type verkiezing","districtsnaam","aantal stemmen","omvang_electoraat","zetels","drempel"
"Lange","M.J. de",,"1869","6","8","periodiek","Amsterdam","1360","3964","3.0","1185.0"
"Lange","M.J. de",,"1873","6","10","periodiek","Amsterdam","860","4019","3.0","773.0"
"Lange","A.P. de",,"1894","6","5","tussentijds","Alkmaar","1961","4779","1.0","1550.0"
"Lasonder","J.H. ",,"1913","6","17","algemeen","Rotterdam III","2521","5734","1.0","2349.0"
"Leclercq","J.L.M. ",,"1848","11","30","algemeen","Roermond","257","525","1.0","204.0"
"Leemans","J.A.A. ",,"1852","11","23","herstemming","Tiel","614","1441","1.0","546.0"
"Leeuwen","J. van",,"1913","6","25","herstemming","Utrecht II","4142","8540","1.0","3954.0"
"Leeuwen","J. van",,"1917","6","15","algemeen","Utrecht II","2555","10086","1.0","1534.0"
"Lely","C. ",,"1894","4","24","herstemming","Lochem","1447","3522","1.0","1363.0"
"Lely","C. ",,"1897","6","15","algemeen","Lochem","3886","7408","1.0","3267.0"
"Lely","C. ",,"1897","8","17","tussentijds","Lochem","3558","7408","1.0","1958.0"
"Lely","C. ",,"1901","6","27","herstemming","Amsterdam IX","2870","7935","1.0","2464.0"
"Lely","C. ",,"1901","6","27","herstemming","Lochem","3731","7553","1.0","3074.0"
"Lely","C. ",,"1905","6","28","herstemming","Amsterdam II","1564","3481","1.0","1455.0"
"Lennep","J. van",,"1853","5","17","algemeen","Steenwijk","500","1441","1.0","463.0"
"Lennep","F.K. van",,"1909","6","23","herstemming","Haarlem","4339","9807","1.0","4311.0"
"Lenting","L.E. ",,"1868","1","22","algemeen","Zutphen","1090","2802","2.0","1040.0"
"Lenting","L.E. ",,"1869","6","8","periodiek","Zutphen","1379","2837","1.0","1145.0"
"Lenting","L.E. ",,"1873","6","10","periodiek","Zutphen","1210","3074","1.0","1173.0"
"Lenting","L.E. ",,"1877","6","12","periodiek","Zutphen","1548","3308","1.0","1257.0"
"Lenting","L.E. ",,"1881","6","14","periodiek","Zutphen","1495","3293","1.0","1425.0"
"Levy","I.A. ",,"1887","10","25","tussentijds","Alkmaar","1306","4165","1.0","1157.0"
"Levy","I.A. ",,"1891","6","9","algemeen","Amsterdam","7011","22531","9.0","6626.0"
"Levy","I.A. ",,"1894","4","24","herstemming","Amsterdam","5261","23112","4.0","5187.0"
"Levyssohn Norman","H.D. ",,"1888","3","6","algemeen","Rotterdam","3057","8373","5.0","2613.0"
"Levyssohn Norman","H.D. ",,"1891","6","9","algemeen","Rotterdam","2701","8318","5.0","2285.0"
"Lidt de Jeude","W.F.C. van",,"1860","10","16","tussentijds","Tiel","615","1598","1.0","473.0"
"Lidt de Jeude","W.F.C. van",,"1862","6","10","periodiek","Tiel","539","1634","1.0","346.0"
"Lidt de Jeude","W.F.C. van",,"1866","6","12","periodiek","Tiel","736","1627","1.0","444.0"
"Lidt de Jeude","W.F.C. van",,"1866","10","30","algemeen","Tiel","857","1627","1.0","589.0"
"Lidt de Jeude","W.F.C. van",,"1868","1","22","algemeen","Tiel","691","1680","1.0","508.0"
"Lieftinck","F. ",,"1879","1","28","tussentijds","Leeuwarden","736","2956","1.0","710.0"
"Lieftinck","F. ",,"1879","6","10","periodiek","Leeuwarden","1240","3018","1.0","860.0"
"Lieftinck","F. ",,"1883","6","12","periodiek","Leeuwarden","1258","3059","1.0","925.0"
"Lieftinck","F. ",,"1884","10","28","algemeen","Leeuwarden","1432","3072","2.0","1060.0"
"Lieftinck","F. ",,"1886","6","15","algemeen","Leeuwarden","1502","3247","2.0","1178.0"
"Lieftinck","F. ",,"1887","9","1","algemeen","Leeuwarden","1009","3134","2.0","673.0"
"Lieftinck","F. ",,"1888","3","20","herstemming","Franeker","1896","3742","1.0","1705.0"
"Lieftinck","F. ",,"1891","6","23","herstemming","Franeker","1796","3691","1.0","1662.0"
"Lieftinck","F. ",,"1894","4","10","algemeen","Franeker","1315","3591","1.0","1075.0"
"Lieftinck","F. ",,"1897","6","25","herstemming","Franeker","2476","5651","1.0","2219.0"
"Lieftinck","F. ",,"1901","6","27","herstemming","Franeker","3007","6226","1.0","2670.0"
"Lieftinck","F. ",,"1905","8","8","herstemming","Zutphen","3838","8175","1.0","3401.0"
"Lieftinck","F. ",,"1909","6","23","herstemming","Zutphen","4140","8550","1.0","3937.0"
"Lieftinck","F. ",,"1913","6","25","herstemming","Zutphen","4927","9043","1.0","4086.0"
"Lieftinck","F. ",,"1917","6","15","algemeen","Zutphen","2475","9096","1.0","1718.0"
"Limburg","J. ",,"1905","6","28","herstemming","Den Haag I","4102","8853","1.0","3617.0"
"Limburg","J. ",,"1909","8","3","tussentijds","Schoterland","2467","6707","1.0","2343.0"
"Limburg","J. ",,"1913","8","13","tussentijds","Groningen","3786","10452","1.0","2865.0"
"Limburg","J. ",,"1917","6","15","algemeen","Groningen","3070","12372","1.0","2613.0"
"Limburg Brouwer","P.A.S. van",,"1864","1","26","tussentijds","Almelo","767","1953","1.0","731.0"
"Limburg Brouwer","P.A.S. van",,"1864","6","14","periodiek","Almelo","743","1771","1.0","617.0"
"Limburg Stirum","O.J.H. graaf van",,"1894","4","10","algemeen","Katwijk","1857","4060","1.0","1589.0"
"Limburg Stirum","O.J.H. graaf van",,"1894","4","24","herstemming","Schiedam","1175","2608","1.0","1109.0"
"Limburg Stirum","O.J.H. graaf van",,"1897","6","15","algemeen","Schiedam","3050","6224","1.0","2624.0"
"Limburg Stirum","O.J.H. graaf van",,"1901","6","27","herstemming","Schiedam","2215","5775","1.0","2179.0"
"Limburg Stirum","O.J.H. graaf van",,"1905","6","16","algemeen","Schiedam","3953","7696","1.0","3256.0"
"Limpens","C. de",,"1850","8","27","algemeen","Maastricht","731","1875","2.0","656.0"
"Limpens","C. de",,"1855","4","17","herstemming","Maastricht","628","1829","1.0","497.0"
"Linden","G.M. van der",,"1848","12","14","herstemming","Gouda","315","818","1.0","277.0"
"Linden","G.M. van der",,"1850","8","27","algemeen","Gouda","1087","2881","2.0","962.0"
"Linden","G.M. van der",,"1852","6","22","herstemming","Gouda","976","2945","1.0","898.0"
"Linden","G.M. van der",,"1855","1","19","tussentijds","Almelo","702","1651","1.0","626.0"
"Linden","G.M. van der",,"1858","6","8","periodiek","Almelo","586","1835","1.0","372.0"
"Linden","G.M. van der",,"1862","6","10","periodiek","Almelo","626","1938","1.0","534.0"
"Linden","G.M. van der",,"1864","1","26","tussentijds","Almelo","1346","1953","1.0","725.0"
"Linden","G.M. van der",,"1866","6","12","periodiek","Almelo","675","1844","1.0","423.0"
"Linden","G.M. van der",,"1866","10","30","algemeen","Almelo","731","1844","2.0","718.0"
"Linden","G.M. van der",,"1866","11","13","herstemming","Almelo","914","1844","1.0","814.0"
"Linden","G.M. van der",,"1868","2","4","herstemming","Almelo","875","1974","1.0","851.0"
"Linden","G.M. van der",,"1869","6","8","periodiek","Almelo","1053","2071","1.0","949.0"
"Linden","G.M. van der",,"1878","10","8","tussentijds","Dordrecht","740","2236","1.0","532.0"
"Linden","G.M. van der",,"1881","6","14","periodiek","Dordrecht","677","2411","1.0","658.0"
"Linden","G.M. van der",,"1884","10","28","algemeen","Dordrecht","1082","2444","2.0","962.0"
"Linden","G.M. van der",,"1886","6","15","algemeen","Dordrecht","1237","2575","2.0","1085.0"
"Linden","G.M. van der",,"1887","9","1","algemeen","Dordrecht","1093","2573","2.0","877.0"
"Loeff","J.A. ",,"1896","3","31","tussentijds","Den Bosch","787","3005","1.0","439.0"
"Loeff","J.A. ",,"1897","6","15","algemeen","Den Bosch","2024","4416","1.0","1227.0"
"Loeff","J.A. ",,"1901","6","14","algemeen","Den Bosch","1636","4732","1.0","1062.0"
"Loeff","J.A. ",,"1913","6","17","algemeen","Waalwijk","4842","6932","1.0","2952.0"
"Loghem","H. van",,"1862","8","5","herstemming","Almelo","605","1938","1.0","597.0"
"Lom de Berg","P.L. de",,"1848","12","9","herstemming","Venlo","223","658","1.0","209.0"
"Lom de Berg","P.L. de",,"1850","8","27","algemeen","Roermond","540","1388","2.0","537.0"
"Lom de Berg","P.L. de",,"1850","9","11","herstemming","Roermond","674","1388","2.0","476.0"
"Lom de Berg","P.L. de",,"1852","6","8","periodiek","Roermond","577","1376","1.0","490.0"
"Lom de Berg","P.L. de",,"1853","5","17","algemeen","Roermond","647","1428","2.0","513.0"
"Lom de Berg","P.L. de",,"1854","6","13","periodiek","Roermond","785","1428","1.0","401.0"
"Lom de Berg","P.L. de",,"1858","6","8","periodiek","Roermond","766","1569","1.0","618.0"
"Lom de Berg","P.L. de",,"1862","6","24","herstemming","Roermond","756","1707","1.0","721.0"
"Lom de Berg","P.L. de",,"1866","6","12","periodiek","Roermond","832","1932","1.0","784.0"
"Lom de Berg","P.L. de",,"1866","10","30","algemeen","Roermond","944","1932","2.0","742.0"
"Loon","J.W. van",,"1869","6","8","periodiek","Amersfoort","850","2864","1.0","825.0"
"Loon","J.W. van",,"1873","6","10","periodiek","Amersfoort","1149","2974","1.0","1085.0"
"Lotsy","J.S. ",,"1848","12","12","herstemming","Dordrecht","274","707","1.0","256.0"
"Lotsy","J.S. ",,"1850","8","27","algemeen","Dordrecht","1158","2109","2.0","687.0"
"Lucasse","C. ",,"1888","3","20","herstemming","Middelburg","1985","4267","1.0","1941.0"
"Lucasse","C. ",,"1891","6","25","tussentijds","Middelburg","1997","4398","1.0","1932.0"
"Lucasse","C. ",,"1894","4","10","algemeen","Middelburg","1626","4311","1.0","867.0"
"Lucasse","C. ",,"1897","6","25","herstemming","Middelburg","3137","7262","1.0","3130.0"
"Lucasse","C. ",,"1901","6","14","algemeen","Middelburg","3279","7770","1.0","3153.0"
"Lucasse","C. ",,"1903","2","11","tussentijds","Middelburg","3703","8115","1.0","2444.0"
"Lucasse","C. ",,"1905","6","16","algemeen","Middelburg","4180","9151","1.0","4123.0"
"Luyben","J.L.A. ",,"1848","12","4","herstemming","Den Bosch","427","1039","1.0","425.0"
"Luyben","J.L.A. ",,"1850","8","27","algemeen","Den Bosch","1405","2817","2.0","951.0"
"Luyben","J.L.A. ",,"1853","5","17","algemeen","Den Bosch","1150","2805","2.0","994.0"
"Luyben","J.L.A. ",,"1854","6","13","periodiek","Den Bosch","1084","2805","1.0","551.0"
"Luyben","J.L.A. ",,"1858","6","8","periodiek","Den Bosch","1029","2776","1.0","529.0"
"Luyben","A.F.X. ",,"1859","10","11","tussentijds","Den Bosch","993","2720","1.0","854.0"
"Luyben","A.F.X. ",,"1862","6","10","periodiek","Den Bosch","936","2753","1.0","528.0"
"Luyben","A.F.X. ",,"1866","6","12","periodiek","Den Bosch","1033","2920","1.0","546.0"
"Luyben","A.F.X. ",,"1866","10","30","algemeen","Den Bosch","1874","2920","2.0","1057.0"
"Luyben","A.F.X. ",,"1869","6","8","periodiek","Breda","1855","3902","1.0","1500.0"
"Luyben","A.F.X. ",,"1873","6","10","periodiek","Breda","1866","4036","1.0","1397.0"
"Luyben","A.F.X. ",,"1874","1","6","tussentijds","Breda","1595","4036","1.0","1240.0"
"Luyben","A.F.X. ",,"1877","6","12","periodiek","Breda","1611","4478","1.0","1233.0"
"Lycklama à Nijeholt","W.H. ",,"1858","6","8","periodiek","Sneek","700","2842","1.0","662.0"
"Lycklama à Nijeholt","W.H. ",,"1862","6","24","herstemming","Sneek","1025","2859","1.0","953.0"
"Lynden","W. baron van",,"1850","10","8","herstemming","Arnhem","968","2361","2.0","792.0"
"Lynden","W. baron van",,"1853","5","17","algemeen","Arnhem","1608","2755","2.0","1117.0"
"Lynden","W. baron van",,"1856","6","10","periodiek","Arnhem","1096","2861","1.0","827.0"
"Lynden","W. baron van",,"1860","6","12","periodiek","Arnhem","940","2774","1.0","702.0"
"Lynden","W. baron van",,"1864","6","14","periodiek","Arnhem","1022","2794","1.0","891.0"
"Lynden van Sandenburg","C.T. graaf van",,"1866","6","26","tussentijds","Arnhem","751","2892","1.0","730.0"
"Lynden van Sandenburg","C.T. graaf van",,"1866","10","30","algemeen","Arnhem","1117","2892","2.0","1056.0"
"Lynden van Sandenburg","C.T. graaf van",,"1869","6","8","tussentijds","Tiel","1052","2840","1.0","1032.0"
"Lynden van Sandenburg","C.T. graaf van",,"1871","10","10","tussentijds","Tiel","1210","2910","1.0","1058.0"
"Lynden van Sandenburg","C.T. graaf van",,"1873","6","10","periodiek","Tiel","1331","2896","1.0","1024.0"
"Lynden van Sandenburg","F.A.C. graaf van",,"1909","6","11","algemeen","Kampen","4027","7655","1.0","3399.0"
"Löben Sels","C.M.E. van",,"1888","5","15","tussentijds","Ede","1253","2844","1.0","1026.0"
"Löben Sels","C.M.E. van",,"1891","6","9","algemeen","Ede","1160","2884","1.0","1150.0"
"Löben Sels","A.D.P.V. van",,"1901","8","20","tussentijds","Sliedrecht","2166","5919","1.0","1656.0"
"Mackay","Æ. baron van",,"1850","10","8","herstemming","Arnhem","884","2361","2.0","792.0"
"Mackay","Æ. baron van",,"1852","6","8","periodiek","Arnhem","878","2678","1.0","692.0"
"Mackay","Æ. baron van",,"1853","5","17","algemeen","Arnhem","1602","2755","2.0","1117.0"
"Mackay","Æ. baron van",,"1854","6","13","periodiek","Arnhem","1140","2755","1.0","857.0"
"Mackay","Æ. baron van",,"1858","6","8","periodiek","Arnhem","987","2912","1.0","548.0"
"Mackay","Æ. baron van",,"1862","6","10","periodiek","Arnhem","727","2853","1.0","652.0"
"Mackay","D.J. baron van",,"1871","6","13","periodiek","Tiel","1121","2910","1.0","1115.0"
"Mackay","D.J. baron van",,"1875","6","8","periodiek","Tiel","1350","2988","1.0","1130.0"
"Mackay","T.P. baron van",,"1882","5","9","tussentijds","Hilversum","728","2109","1.0","656.0"
"Mackay","T.P. baron van",,"1883","6","12","periodiek","Hilversum","851","2183","1.0","472.0"
"Mackay","T.P. baron van",,"1884","10","28","algemeen","Hilversum","1004","2225","1.0","810.0"
"Mackay","T.P. baron van",,"1886","6","15","algemeen","Hilversum","1160","2370","1.0","971.0"
"Mackay","T.P. baron van",,"1887","9","1","algemeen","Hilversum","986","2453","1.0","765.0"
"Mackay","T.P. baron van",,"1888","3","6","algemeen","Hilversum","2148","3733","1.0","1520.0"
"Mackay","T.P. baron van",,"1891","6","9","algemeen","Hilversum","1917","3830","1.0","1277.0"
"Mackay","T.P. baron van",,"1894","4","24","herstemming","Hilversum","1555","3927","1.0","1439.0"
"Mackay","Æ. baron van",,"1912","10","28","herstemming","Ommen","4305","8667","1.0","3928.0"
"Mackay 2","Æ. baron van",,"1876","4","4","tussentijds","Amersfoort","1168","3059","1.0","902.0"
"Mackay 2","Æ. baron van",,"1877","6","12","periodiek","Amersfoort","1162","3259","1.0","972.0"
"Mackay 2","Æ. baron van",,"1881","6","14","periodiek","Amersfoort","1101","3239","1.0","701.0"
"Mackay 2","Æ. baron van",,"1884","10","28","algemeen","Amersfoort","1560","3460","2.0","1171.0"
"Mackay 2","Æ. baron van",,"1886","6","15","algemeen","Utrecht","1433","3229","2.0","1424.0"
"Mackay 2","Æ. baron van",,"1886","6","15","algemeen","Amersfoort","1803","3650","2.0","1337.0"
"Mackay 2","Æ. baron van",,"1887","9","1","algemeen","Utrecht","1269","3182","2.0","1202.0"
"Mackay 2","Æ. baron van",,"1888","3","27","tussentijds","Amersfoort","1443","2945","1.0","1168.0"
"Mackay 2","Æ. baron van",,"1892","5","10","tussentijds","Kampen","1188","2643","1.0","1111.0"
"Mackay 2","Æ. baron van",,"1894","4","10","algemeen","Kampen","1095","2653","1.0","902.0"
"Mackay 2","Æ. baron van",,"1897","6","15","algemeen","Kampen","2294","5778","1.0","2152.0"
"Mackay 2","Æ. baron van",,"1901","6","14","algemeen","Kampen","2404","5637","1.0","2038.0"
"Maesen de Sombreff","P.T. van der",,"1864","6","14","periodiek","Maastricht","1257","2191","1.0","761.0"
"Maesen de Sombreff","P.T. van der",,"1865","12","12","tussentijds","Maastricht","1033","2389","1.0","804.0"
"Maesen de Sombreff","P.T. van der",,"1866","10","30","algemeen","Maastricht","921","2389","2.0","728.0"
"Maesen de Sombreff","P.T. van der",,"1868","1","22","algemeen","Maastricht","1151","2655","2.0","1012.0"
"Maesen de Sombreff","P.T. van der",,"1869","6","8","periodiek","Maastricht","1005","2472","1.0","549.0"
"Man","M.J. de",,"1848","12","16","tussentijds","Enschede","257","532","1.0","244.0"
"Man","M.J. de",,"1850","8","27","algemeen","Arnhem","959","2361","2.0","886.0"
"Man","M.J. de",,"1850","8","27","algemeen","Almelo","1256","1412","1.0","692.0"
"Man","M.J. de",,"1853","5","17","algemeen","Almelo","805","1651","2.0","697.0"
"Man","M.J. de",,"1854","6","13","periodiek","Almelo","664","1651","1.0","597.0"
"Marchant","H.P. ",,"1900","5","30","tussentijds","Deventer","2860","6261","1.0","1839.0"
"Marchant","H.P. ",,"1901","6","14","algemeen","Deventer","2892","6527","1.0","1902.0"
"Marchant","H.P. ",,"1905","6","16","algemeen","Deventer","3846","7454","1.0","3208.0"
"Marchant","H.P. ",,"1909","6","11","algemeen","Deventer","2999","7740","1.0","2950.0"
"Marchant","H.P. ",,"1913","6","17","algemeen","Deventer","3573","8431","1.0","3372.0"
"Marchant","H.P. ",,"1917","6","15","algemeen","Deventer","3121","9572","1.0","2323.0"
"Marchant d'Ansembourg","J.B.C.E.M. graaf van",,"1891","6","9","algemeen","Gulpen","688","1907","1.0","460.0"
"Marchant d'Ansembourg","J.B.C.E.M. graaf van",,"1894","4","10","algemeen","Gulpen","490","1986","1.0","303.0"
"Marchie van Voorthuysen","E. du",,"1858","4","7","tussentijds","Utrecht","952","2697","1.0","723.0"
"Marchie van Voorthuysen","E. du",,"1860","6","12","periodiek","Utrecht","704","2755","1.0","371.0"
"Marchie van Voorthuysen","E. du",,"1864","6","14","periodiek","Utrecht","1155","2939","1.0","716.0"
"Marchie van Voorthuysen","E. du",,"1866","10","30","algemeen","Utrecht","1279","2944","2.0","1091.0"
"Marchie van Voorthuysen","E. du",,"1868","1","22","algemeen","Utrecht","1152","3016","2.0","766.0"
"Marchie van Voorthuysen","E. du",,"1869","6","8","periodiek","Utrecht","856","2752","1.0","670.0"
"Mees","P.R. ",,"1905","9","14","herstemming","Rotterdam V","2249","5431","1.0","1863.0"
"Mees R.Az.","R.P. ",,"1873","9","30","tussentijds","Rotterdam","756","2666","1.0","506.0"
"Mees R.Az.","R.P. ",,"1875","6","8","periodiek","Rotterdam","1088","2819","1.0","763.0"
"Mees R.Az.","R.P. ",,"1879","6","10","periodiek","Rotterdam","933","3462","2.0","899.0"
"Mees R.Az.","R.P. ",,"1879","6","24","herstemming","Rotterdam","1327","3462","2.0","1044.0"
"Mees R.Az.","R.P. ",,"1883","6","12","periodiek","Rotterdam","1071","3732","1.0","948.0"
"Mees R.Az.","R.P. ",,"1884","10","28","algemeen","Rotterdam","1509","3715","4.0","1241.0"
"Mees R.Az.","R.P. ",,"1886","6","15","algemeen","Rotterdam","1476","3768","4.0","1127.0"
"Mees R.Az.","R.P. ",,"1887","9","1","algemeen","Rotterdam","1016","3755","4.0","810.0"
"Mees R.Az.","R.P. ",,"1888","3","6","algemeen","Rotterdam","3535","8373","5.0","2613.0"
"Mees R.Az.","R.P. ",,"1891","6","9","algemeen","Rotterdam","2746","8318","5.0","2285.0"
"Mees R.Az.","R.P. ",,"1894","4","10","algemeen","Rotterdam","3472","8422","5.0","2487.0"
"Mees R.Az.","R.P. ",,"1898","1","25","herstemming","Rotterdam IV","1632","3839","1.0","1482.0"
"Mees R.Az.","R.P. ",,"1901","6","27","herstemming","Rotterdam IV","1810","4159","1.0","1664.0"
"Meester","G.A. de",,"1862","6","24","herstemming","Zwolle","977","3085","1.0","879.0"
"Meester","T.H. de",,"1909","6","23","herstemming","Den Helder","3891","8402","1.0","3587.0"
"Meester","T.H. de",,"1909","6","23","herstemming","Schoterland","2565","6707","1.0","2345.0"
"Meester","T.H. de",,"1913","6","25","herstemming","Den Helder","3486","9031","1.0","2998.0"
"Meesters","J.R. ",,"1886","6","15","algemeen","Steenwijk","820","1725","1.0","783.0"
"Meesters","J.R. ",,"1887","9","1","algemeen","Steenwijk","811","1713","1.0","723.0"
"Meesters 2","J. ",,"1894","4","24","herstemming","Steenwijk","1323","2800","1.0","1154.0"
"Meesters 2","J. ",,"1897","6","25","herstemming","Steenwijk","2389","5863","1.0","2255.0"
"Meeussen","K.A. ",,"1848","12","27","tussentijds","Bergen op Zoom","422","1193","1.0","372.0"
"Meeussen","K.A. ",,"1850","8","27","algemeen","Breda","1301","3355","2.0","1120.0"
"Meeussen","K.A. ",,"1853","5","17","algemeen","Breda","1722","3412","2.0","1135.0"
"Meeussen","K.A. ",,"1854","6","13","periodiek","Breda","1329","3412","1.0","730.0"
"Meeussen","K.A. ",,"1856","1","8","tussentijds","Breda","1302","3412","1.0","729.0"
"Meeussen","K.A. ",,"1858","6","8","periodiek","Breda","1223","3545","1.0","645.0"
"Melchers","G.W. ",,"1901","6","27","herstemming","Leeuwarden","2371","6065","1.0","2260.0"
"Mendels","M. ",,"1913","6","25","herstemming","Amsterdam II","2347","5041","1.0","1824.0"
"Mendels","M. ",,"1913","6","25","herstemming","Schoterland","3200","7812","1.0","2723.0"
"Mendels","M. ",,"1917","6","15","algemeen","Schoterland","2135","8751","1.0","1356.0"
"Mensonides","H. ",,"1860","5","29","tussentijds","Hoorn","441","3786","1.0","414.0"
"Mensonides","H. ",,"1862","6","10","periodiek","Hoorn","622","4034","1.0","379.0"
"Mensonides","H. ",,"1866","6","12","periodiek","Hoorn","558","3489","1.0","517.0"
"Mensonides","H. ",,"1866","11","13","herstemming","Hoorn","1151","3489","1.0","1126.0"
"Merkelbach","J.M.M.H. ",,"1897","6","15","algemeen","Gulpen","1828","5287","1.0","1787.0"
"Merkelbach","J.M.M.H. ",,"1901","6","14","algemeen","Gulpen","1695","6029","1.0","1028.0"
"Messchert van Vollenhoven","J. ",,"1873","6","24","herstemming","Utrecht","932","2960","1.0","881.0"
"Metman","L. ",,"1850","9","25","herstemming","Gouda","996","2881","1.0","792.0"
"Meyier","W. de",,"1877","11","27","tussentijds","Haarlem","785","2739","1.0","569.0"
"Meyier","W. de",,"1879","6","10","periodiek","Haarlem","723","2784","1.0","613.0"
"Meyier","W. de",,"1883","6","12","periodiek","Haarlem","749","3091","1.0","675.0"
"Meyier","W. de",,"1884","11","11","herstemming","Haarlem","899","3111","1.0","850.0"
"Meyier","W. de",,"1886","6","15","algemeen","Haarlem","1334","3392","2.0","1131.0"
"Meyier","W. de",,"1887","9","1","algemeen","Haarlem","758","3402","2.0","414.0"
"Meyier","W. de",,"1888","3","6","algemeen","Zaandam","1462","3481","1.0","1228.0"
"Meyier","W. de",,"1891","6","23","herstemming","Zaandam","1704","3711","1.0","1409.0"
"Meylink","A.A.J. ",,"1854","8","22","tussentijds","Eindhoven","621","2050","1.0","564.0"
"Meylink","A.A.J. ",,"1858","6","8","periodiek","Eindhoven","955","2057","1.0","497.0"
"Meylink","A.A.J. ",,"1862","6","10","periodiek","Eindhoven","851","2146","1.0","468.0"
"Michiels van Verduynen","L.P.M.H. baron van",,"1888","4","10","tussentijds","Breda","1945","3326","1.0","1372.0"
"Michiels van Verduynen","L.P.M.H. baron van",,"1891","6","9","algemeen","Breda","1072","3370","1.0","798.0"
"Michiels van Verduynen","L.P.M.H. baron van",,"1894","4","10","algemeen","Breda","549","3348","1.0","317.0"
"Michiels van Verduynen","L.P.M.H. baron van",,"1897","6","15","algemeen","Breda","2367","5263","1.0","1491.0"
"Michiels van Verduynen","L.P.M.H. baron van",,"1901","6","14","algemeen","Breda","1579","6152","1.0","1054.0"
"Michiels van Verduynen","L.P.M.H. baron van",,"1905","6","16","algemeen","Breda","3616","6755","1.0","2567.0"
"Middelberg","G.A.A. ",,"1909","6","11","algemeen","Amsterdam VII","1953","4879","1.0","1884.0"
"Mijer","P. ",,"1860","6","26","herstemming","Zwolle","744","2973","1.0","739.0"
"Mijer","P. ",,"1864","6","14","periodiek","Zwolle","769","2667","1.0","686.0"
"Mirandolle","C.J.F. ",,"1869","2","16","tussentijds","Haarlem","785","2504","1.0","741.0"
"Mirandolle","C.J.F. ",,"1869","6","8","periodiek","Haarlem","862","2426","1.0","696.0"
"Mirandolle","C.J.F. ",,"1873","6","10","periodiek","Haarlem","833","2538","1.0","660.0"
"Mirandolle","C.J.F. ",,"1877","6","12","periodiek","Haarlem","939","2739","1.0","617.0"
"Mirandolle","C.J.F. ",,"1881","6","14","periodiek","Haarlem","731","2925","1.0","477.0"
"Moens","A. ",,"1866","6","12","periodiek","Sneek","905","2958","1.0","867.0"
"Moens","A. ",,"1866","10","30","algemeen","Sneek","1234","2958","2.0","1184.0"
"Moens","A. ",,"1868","1","22","algemeen","Sneek","1122","3051","2.0","1111.0"
"Moens","A. ",,"1871","6","13","periodiek","Sneek","1403","4111","1.0","1309.0"
"Moens","A. ",,"1873","2","25","tussentijds","Sneek","1450","4127","1.0","1127.0"
"Moens","A. ",,"1875","6","8","periodiek","Sneek","2166","4309","1.0","1885.0"
"Moens","A. ",,"1879","6","10","periodiek","Sneek","1799","4532","1.0","1747.0"
"Molen Tz.","J. van der",,"1908","3","13","tussentijds","Sliedrecht","3643","8443","1.0","3185.0"
"Molen Tz.","J. van der",,"1909","6","11","algemeen","Sliedrecht","3650","8571","1.0","3184.0"
"Molen Tz.","J. van der",,"1913","6","17","algemeen","Sliedrecht","3445","8814","1.0","3274.0"
"Monchy","E.P. de",,"1848","11","30","algemeen","Rotterdam I","166","354","1.0","151.0"
"Monté ver Loren","F.H. de",,"1909","10","5","herstemming","Breukelen","3514","7764","1.0","3338.0"
"Monté ver Loren","F.H. de",,"1913","6","17","algemeen","Breukelen","5040","8318","1.0","3444.0"
"Moraaz","S.A. de",,"1848","11","30","algemeen","Alkmaar","503","1107","1.0","476.0"
"Moraaz","S.A. de",,"1850","8","27","algemeen","Alkmaar","1275","2833","2.0","981.0"
"Mulken","J.J. van",,"1862","6","24","herstemming","Haarlem","456","1262","1.0","425.0"
"Mulken","J.J. van",,"1865","5","9","tussentijds","Haarlem","757","2507","1.0","492.0"
"Mulken","J.J. van",,"1866","6","12","periodiek","Haarlem","638","2507","1.0","521.0"
"Muralt","R.R.L. de",,"1913","6","17","algemeen","Oostburg","4710","9328","1.0","4228.0"
"Mutsaers","J.A. ",,"1848","11","30","algemeen","Tilburg","607","795","1.0","325.0"
"Mutsaers","J.A. ",,"1850","8","27","algemeen","Tilburg","1592","2994","2.0","906.0"
"Mutsaers","W.P.A. ",,"1889","2","21","tussentijds","Eindhoven","1401","3014","1.0","722.0"
"Mutsaers","W.P.A. ",,"1891","6","9","algemeen","Eindhoven","1187","3030","1.0","682.0"
"Mutsaers","W.P.A. ",,"1891","6","9","algemeen","Waalwijk","1599","3782","1.0","1507.0"
"Mutsaers","W.P.A. ",,"1894","4","10","algemeen","Waalwijk","1415","3739","1.0","775.0"
"Mutsaers","W.P.A. ",,"1897","6","15","algemeen","Waalwijk","3376","6144","1.0","2002.0"
"Naamen","J.S. van",,"1848","11","30","algemeen","Amsterdam IV","170","437","1.0","167.0"
"Naamen","J.S. van",,"1848","12","14","herstemming","Amsterdam IV","200","437","1.0","156.0"
"Naamen van Eemnes","A. van",,"1866","11","13","herstemming","Zwolle","982","2701","1.0","825.0"
"Naamen van Eemnes","A. van",,"1868","1","22","algemeen","Zwolle","1124","2739","2.0","844.0"
"Naamen van Eemnes","A. van",,"1871","6","13","periodiek","Zwolle","922","2607","1.0","846.0"
"Naamen van Eemnes","A. van",,"1875","6","8","periodiek","Zwolle","1065","2767","1.0","987.0"
"Nedermeyer ridder van Rosenthal","J.T.H. ",,"1848","11","30","algemeen","Harderwijk","324","680","1.0","296.0"
